Name,Active,MCS
P2N_32,P2N,0.29
P2N_33,P2N,0.303
P2N_34,P2N,0.229
P2N_35,P2N,0.235
P2N_36,P2N,0.257
P2N_37,P2N,0.176
P2N_38,P2N,0.143
P2N_39,P2N,0.25
P2N_40,P2N,0.206
P2N_41,P2N,0.235
P2N_42,P2N,0.189
P2N_43,P2N,0.424
P2N_44,P2N,0.243
P2N_45,P2N,0.222
P2N_46,P2N,0.176
P2N_47,P2N,0.324
P2N_48,P2N,0.206
P2N_49,P2N,0.286
P2N_50,P2N,0.353
GAS_1,GAS,0.195
GAS_2,GAS,0.188
GAS_3,GAS,0.262
GAS_4,GAS,0.41
GAS_5,GAS,0.191
GAS_6,GAS,0.196
GAS_7,GAS,0.208
GAS_8,GAS,0.205
GAS_9,GAS,0.213
GAS_10,GAS,0.146
GAS_11,GAS,0.205
GAS_12,GAS,0.178
GAS_13,GAS,0.188
GAS_14,GAS,0.25
GAS_15,GAS,0.191
GAS_16,GAS,0.217
GAS_17,GAS,0.2
GAS_18,GAS,0.273
GAS_19,GAS,0.244
GAS_20,GAS,0.2
GAS_21,GAS,0.156
GAS_22,GAS,0.17
GAS_23,GAS,0.273
GAS_24,GAS,0.2
GAS_25,GAS,0.205
GAS_26,GAS,0.317
GAS_27,GAS,0.17
GAS_28,GAS,0.191
GAS_29,GAS,0.17
GAS_30,GAS,0.209
GAS_31,GAS,0.289
GAS_32,GAS,0.244
GAS_33,GAS,0.486
GAS_34,GAS,0.474
GAS_35,GAS,0.31
GAS_36,GAS,0.244
GAS_37,GAS,0.178
GAS_38,GAS,0.188
GAS_39,GAS,0.225
GAS_40,GAS,0.2
GAS_41,GAS,0.25
GAS_42,GAS,0.136
GAS_43,GAS,0.41
GAS_44,GAS,0.163
GAS_45,GAS,0.239
GAS_46,GAS,0.188
GAS_47,GAS,0.256
GAS_48,GAS,0.217
GAS_49,GAS,0.196
GAS_50,GAS,0.205
090_1,090,0.244
090_2,090,0.333
090_3,090,0.324
090_4,090,0.316
090_5,090,0.529
090_6,090,0.545
090_7,090,0.2
090_8,090,0.342
090_9,090,0.351
090_10,090,0.282
090_11,090,0.359
090_12,090,0.25
090_13,090,0.268
090_14,090,0.289
090_15,090,0.195
090_16,090,0.25
090_17,090,0.143
090_18,090,0.205
090_19,090,0.256
090_20,090,0.205
090_21,090,0.405
090_22,090,0.25
090_23,090,0.471
090_24,090,0.308
090_25,090,0.515
090_26,090,0.308
090_27,090,0.471
090_28,090,0.457
090_29,090,0.405
090_30,090,0.405
090_31,090,0.2
090_32,090,0.429
090_33,090,0.4
090_34,090,0.342
090_35,090,0.275
090_36,090,0.233
090_37,090,0.351
090_38,090,0.325
090_39,090,0.25
090_40,090,0.231
090_41,090,0.429
090_42,090,0.282
090_43,090,0.268
090_44,090,0.263
090_45,090,0.429
090_46,090,0.359
090_47,090,0.405
090_48,090,0.25
090_49,090,0.444
090_50,090,0.389
RP4_1,RP4,0.211
RP4_2,RP4,0.211
RP4_3,RP4,0.179
RP4_4,RP4,0.429
RP4_5,RP4,0.158
RP4_6,RP4,0.135
RP4_7,RP4,0.179
RP4_8,RP4,0.216
RP4_9,RP4,0.179
RP4_10,RP4,0.179
RP4_11,RP4,0.179
RP4_12,RP4,0.211
RP4_13,RP4,0.184
RP4_14,RP4,0.216
RP4_15,RP4,0.179
RP4_16,RP4,0.184
RP4_17,RP4,0.158
RP4_18,RP4,0.189
RP4_19,RP4,0.243
RP4_20,RP4,0.243
RP4_21,RP4,0.211
RP4_22,RP4,0.211
RP4_23,RP4,0.25
RP4_24,RP4,0.158
RP4_25,RP4,0.205
RP4_26,RP4,0.243
RP4_27,RP4,0.243
RP4_28,RP4,0.211
RP4_29,RP4,0.211
RP4_30,RP4,0.211
RP4_31,RP4,0.189
RP4_32,RP4,0.194
RP4_33,RP4,0.257
RP4_34,RP4,0.184
RP4_35,RP4,0.194
RP4_36,RP4,0.222
RP4_37,RP4,0.189
RP4_38,RP4,0.222
RP4_39,RP4,0.184
RP4_40,RP4,0.184
RP4_41,RP4,0.216
RP4_42,RP4,0.189
RP4_43,RP4,0.167
RP4_44,RP4,0.243
RP4_45,RP4,0.211
RP4_46,RP4,0.211
RP4_47,RP4,0.216
RP4_48,RP4,0.216
RP4_49,RP4,0.256
RP4_50,RP4,0.184
76V_1,76V,0.375
76V_2,76V,0.368
76V_3,76V,0.333
76V_4,76V,0.178
76V_5,76V,0.432
76V_6,76V,0.222
76V_7,76V,0.227
76V_8,76V,0.227
76V_9,76V,0.405
76V_10,76V,0.295
76V_11,76V,0.295
76V_12,76V,0.14
76V_13,76V,0.186
76V_14,76V,0.361
76V_15,76V,0.283
76V_16,76V,0.174
76V_17,76V,0.178
76V_18,76V,0.27
76V_19,76V,0.306
76V_20,76V,0.146
76V_21,76V,0.261
76V_22,76V,0.256
76V_23,76V,0.167
76V_24,76V,0.262
76V_25,76V,0.186
76V_26,76V,0.2
76V_27,76V,0.286
76V_28,76V,0.234
76V_29,76V,0.222
76V_30,76V,0.244
76V_31,76V,0.324
76V_32,76V,0.308
76V_33,76V,0.385
76V_34,76V,0.186
76V_35,76V,0.295
76V_36,76V,0.256
76V_37,76V,0.471
76V_38,76V,0.2
76V_39,76V,0.267
76V_40,76V,0.35
76V_41,76V,0.143
76V_42,76V,0.237
76V_43,76V,0.231
76V_44,76V,0.5
76V_45,76V,0.371
76V_46,76V,0.371
76V_47,76V,0.371
76V_48,76V,0.239
76V_49,76V,0.191
76V_50,76V,0.22
A25_1,A25,0.231
A25_2,A25,0.405
A25_3,A25,0.214
A25_4,A25,0.214
A25_5,A25,0.469
A25_6,A25,0.343
A25_7,A25,0.424
A25_8,A25,0.263
A25_9,A25,0.306
A25_10,A25,0.343
A25_11,A25,0.243
A25_12,A25,0.184
A25_13,A25,0.27
A25_14,A25,0.343
A25_15,A25,0.333
A25_16,A25,0.343
A25_17,A25,0.353
A25_18,A25,0.27
A25_19,A25,0.265
A25_20,A25,0.452
A25_21,A25,0.353
A25_22,A25,0.231
A25_23,A25,0.265
A25_24,A25,0.382
A25_25,A25,0.175
A25_26,A25,0.316
A25_27,A25,0.389
A25_28,A25,0.484
A25_29,A25,0.263
A25_30,A25,0.306
A25_31,A25,0.324
A25_32,A25,0.222
A25_33,A25,0.306
A25_34,A25,0.333
A25_35,A25,0.243
A25_36,A25,0.314
A25_37,A25,0.5
A25_38,A25,0.243
A25_39,A25,0.211
A25_40,A25,0.286
A25_41,A25,0.424
A25_42,A25,0.382
A25_43,A25,0.484
A25_44,A25,0.231
A25_45,A25,0.171
A25_46,A25,0.27
A25_47,A25,0.263
A25_48,A25,0.195
A25_49,A25,0.211
A25_50,A25,0.343
BES_1,BES,0.4
BES_2,BES,0.312
BES_3,BES,0.29
BES_4,BES,0.182
BES_5,BES,0.414
BES_6,BES,0.303
BES_7,BES,0.355
BES_8,BES,0.182
BES_9,BES,0.577
BES_10,BES,0.552
BES_11,BES,0.281
BES_12,BES,0.265
BES_13,BES,0.414
BES_14,BES,0.345
BES_15,BES,0.345
BES_16,BES,0.235
BES_17,BES,0.281
BES_18,BES,0.281
BES_19,BES,0.387
BES_20,BES,0.483
BES_21,BES,0.367
BES_22,BES,0.379
BES_23,BES,0.387
BES_24,BES,0.615
BES_25,BES,0.593
BES_26,BES,0.387
BES_27,BES,0.367
BES_28,BES,0.4
BES_29,BES,0.206
BES_30,BES,0.281
BES_31,BES,0.615
BES_32,BES,0.615
BES_33,BES,0.176
BES_34,BES,0.188
BES_35,BES,0.323
BES_36,BES,0.312
BES_37,BES,0.25
BES_38,BES,0.212
BES_39,BES,0.242
BES_40,BES,0.333
BES_41,BES,0.414
BES_42,BES,0.29
BES_43,BES,0.3
BES_44,BES,0.3
BES_45,BES,0.345
BES_46,BES,0.379
BES_47,BES,0.379
BES_48,BES,0.182
BES_49,BES,0.29
BES_50,BES,0.414
BES_51,BES,0.323
BES_52,BES,0.281
BES_53,BES,0.312
BES_54,BES,0.367
BES_55,BES,0.379
BES_56,BES,0.387
BES_57,BES,0.355
BES_58,BES,0.29
BES_59,BES,0.519
BES_60,BES,0.355
BES_61,BES,0.258
BES_62,BES,0.323
BES_63,BES,0.615
BES_64,BES,0.29
BES_65,BES,0.312
BES_66,BES,0.235
BES_67,BES,0.294
BES_68,BES,0.242
BES_69,BES,0.29
BES_70,BES,0.273
BES_71,BES,0.429
BES_72,BES,0.323
BES_73,BES,0.379
BES_74,BES,0.464
BES_75,BES,0.303
BES_76,BES,0.265
BES_77,BES,0.29
BES_78,BES,0.414
BES_79,BES,0.387
BES_80,BES,0.333
BES_81,BES,0.355
BES_82,BES,0.242
BES_83,BES,0.219
BES_84,BES,0.242
BES_85,BES,0.206
BES_86,BES,0.29
BES_87,BES,0.333
BES_88,BES,0.367
BES_89,BES,0.265
BES_90,BES,0.212
BES_91,BES,0.235
BES_92,BES,0.2
BES_93,BES,0.414
BES_94,BES,0.303
BES_95,BES,0.414
BES_96,BES,0.333
BES_97,BES,0.281
BES_98,BES,0.281
BES_99,BES,0.312
BES_100,BES,0.219
7PY_1,7PY,0.31
7PY_2,7PY,0.31
7PY_3,7PY,0.233
7PY_4,7PY,0.366
7PY_5,7PY,0.2
7PY_6,7PY,0.25
7PY_7,7PY,0.222
7PY_8,7PY,0.25
7PY_9,7PY,0.286
7PY_10,7PY,0.213
7PY_11,7PY,0.174
7PY_12,7PY,0.222
7PY_13,7PY,0.222
7PY_14,7PY,0.209
7PY_15,7PY,0.286
7PY_16,7PY,0.341
7PY_17,7PY,0.295
7PY_18,7PY,0.333
7PY_19,7PY,0.4
7PY_20,7PY,0.302
7PY_21,7PY,0.459
7PY_22,7PY,0.256
7PY_23,7PY,0.191
7PY_24,7PY,0.273
7PY_25,7PY,0.146
7PY_26,7PY,0.196
7PY_27,7PY,0.31
7PY_28,7PY,0.326
7PY_29,7PY,0.256
7PY_30,7PY,0.174
7PY_31,7PY,0.25
7PY_32,7PY,0.205
7PY_33,7PY,0.244
7PY_34,7PY,0.333
7PY_35,7PY,0.262
7PY_36,7PY,0.205
7PY_37,7PY,0.2
7PY_38,7PY,0.222
7PY_39,7PY,0.286
7PY_40,7PY,0.239
7PY_41,7PY,0.31
7PY_42,7PY,0.447
7PY_43,7PY,0.196
7PY_44,7PY,0.326
7PY_45,7PY,0.222
7PY_46,7PY,0.196
7PY_47,7PY,0.25
7PY_48,7PY,0.31
7PY_49,7PY,0.341
7PY_50,7PY,0.5
NOQ_1,NOQ,0.205
NOQ_2,NOQ,0.25
NOQ_3,NOQ,0.25
NOQ_4,NOQ,0.333
NOQ_5,NOQ,0.297
NOQ_6,NOQ,0.282
NOQ_7,NOQ,0.306
NOQ_8,NOQ,0.306
NOQ_9,NOQ,0.351
NOQ_10,NOQ,0.316
NOQ_11,NOQ,0.27
NOQ_12,NOQ,0.281
NOQ_13,NOQ,0.303
NOQ_14,NOQ,0.257
NOQ_15,NOQ,0.303
NOQ_16,NOQ,0.282
NOQ_17,NOQ,0.25
NOQ_18,NOQ,0.286
NOQ_19,NOQ,0.355
NOQ_20,NOQ,0.257
NOQ_21,NOQ,0.243
NOQ_22,NOQ,0.294
NOQ_23,NOQ,0.375
NOQ_24,NOQ,0.333
NOQ_25,NOQ,0.375
NOQ_26,NOQ,0.286
NOQ_27,NOQ,0.364
NOQ_28,NOQ,0.222
NOQ_29,NOQ,0.324
NOQ_30,NOQ,0.294
NOQ_31,NOQ,0.303
NOQ_32,NOQ,0.265
NOQ_33,NOQ,0.303
NOQ_34,NOQ,0.303
NOQ_35,NOQ,0.303
NOQ_36,NOQ,0.229
NOQ_37,NOQ,0.303
NOQ_38,NOQ,0.294
NOQ_39,NOQ,0.265
NOQ_40,NOQ,0.303
NOQ_41,NOQ,0.344
NOQ_42,NOQ,0.467
NOQ_43,NOQ,0.265
NOQ_44,NOQ,0.324
NOQ_45,NOQ,0.324
NOQ_46,NOQ,0.5
NOQ_47,NOQ,0.375
NOQ_48,NOQ,0.286
NOQ_49,NOQ,0.286
NOQ_50,NOQ,0.344
2EA_1,2EA,0.234
2EA_2,2EA,0.349
2EA_3,2EA,0.318
2EA_4,2EA,0.277
2EA_5,2EA,0.289
2EA_6,2EA,0.289
2EA_7,2EA,0.326
2EA_8,2EA,0.357
2EA_9,2EA,0.364
2EA_10,2EA,0.326
2EA_11,2EA,0.381
2EA_12,2EA,0.267
2EA_13,2EA,0.213
2EA_14,2EA,0.381
2EA_15,2EA,0.381
2EA_16,2EA,0.267
2EA_17,2EA,0.178
2EA_18,2EA,0.186
2EA_19,2EA,0.255
2EA_20,2EA,0.39
2EA_21,2EA,0.364
2EA_22,2EA,0.239
2EA_23,2EA,0.341
2EA_24,2EA,0.283
2EA_25,2EA,0.222
2EA_26,2EA,0.267
2EA_27,2EA,0.261
2EA_28,2EA,0.261
2EA_29,2EA,0.25
2EA_30,2EA,0.326
2EA_31,2EA,0.261
2EA_32,2EA,0.318
2EA_33,2EA,0.188
2EA_34,2EA,0.295
2EA_35,2EA,0.302
2EA_36,2EA,0.341
2EA_37,2EA,0.227
2EA_38,2EA,0.277
2EA_39,2EA,0.217
2EA_40,2EA,0.302
2EA_41,2EA,0.214
2EA_42,2EA,0.326
2EA_43,2EA,0.262
2EA_44,2EA,0.244
2EA_45,2EA,0.357
2EA_46,2EA,0.273
2EA_47,2EA,0.184
2EA_48,2EA,0.217
2EA_49,2EA,0.282
2EA_50,2EA,0.289
4EA_1,4EA,0.333
4EA_2,4EA,0.243
4EA_3,4EA,0.263
4EA_4,4EA,0.324
4EA_5,4EA,0.263
4EA_6,4EA,0.225
4EA_7,4EA,0.333
4EA_8,4EA,0.371
4EA_9,4EA,0.263
4EA_10,4EA,0.308
4EA_11,4EA,0.278
4EA_12,4EA,0.297
4EA_13,4EA,0.324
4EA_14,4EA,0.324
4EA_15,4EA,0.333
4EA_16,4EA,0.324
4EA_17,4EA,0.297
4EA_18,4EA,0.324
4EA_19,4EA,0.333
4EA_20,4EA,0.225
4EA_21,4EA,0.289
4EA_22,4EA,0.289
4EA_23,4EA,0.324
4EA_24,4EA,0.231
4EA_25,4EA,0.27
4EA_26,4EA,0.324
4EA_27,4EA,0.263
4EA_28,4EA,0.412
4EA_29,4EA,0.412
4EA_30,4EA,0.441
4EA_31,4EA,0.469
4EA_32,4EA,0.371
4EA_33,4EA,0.333
4EA_34,4EA,0.343
4EA_35,4EA,0.333
4EA_36,4EA,0.333
4EA_37,4EA,0.324
4EA_38,4EA,0.412
4EA_39,4EA,0.333
4EA_40,4EA,0.333
4EA_41,4EA,0.333
4EA_42,4EA,0.324
4EA_43,4EA,0.333
4EA_44,4EA,0.324
4EA_45,4EA,0.343
4EA_46,4EA,0.371
4EA_47,4EA,0.371
4EA_48,4EA,0.324
4EA_49,4EA,0.289
4EA_50,4EA,0.306
N4T_1,N4T,0.438
N4T_2,N4T,0.353
N4T_3,N4T,0.484
N4T_4,N4T,0.353
N4T_5,N4T,0.484
N4T_6,N4T,0.438
N4T_7,N4T,0.257
N4T_8,N4T,0.382
N4T_9,N4T,0.484
N4T_10,N4T,0.303
N4T_11,N4T,0.353
N4T_12,N4T,0.406
N4T_13,N4T,0.303
N4T_14,N4T,0.438
N4T_15,N4T,0.484
N4T_16,N4T,0.216
N4T_17,N4T,0.433
N4T_18,N4T,0.216
N4T_19,N4T,0.353
N4T_20,N4T,0.424
N4T_21,N4T,0.364
N4T_22,N4T,0.353
N4T_23,N4T,0.353
N4T_24,N4T,0.406
N4T_25,N4T,0.343
N4T_26,N4T,0.394
N4T_27,N4T,0.552
N4T_28,N4T,0.312
N4T_29,N4T,0.312
N4T_30,N4T,0.581
N4T_31,N4T,0.387
N4T_32,N4T,0.344
N4T_33,N4T,0.333
N4T_34,N4T,0.333
N4T_35,N4T,0.355
N4T_36,N4T,0.484
N4T_37,N4T,0.406
N4T_38,N4T,0.586
N4T_39,N4T,0.406
N4T_40,N4T,0.324
N4T_41,N4T,0.452
N4T_42,N4T,0.567
N4T_43,N4T,0.438
N4T_44,N4T,0.533
N4T_45,N4T,0.484
N4T_46,N4T,0.484
N4T_47,N4T,0.484
N4T_48,N4T,0.433
N4T_49,N4T,0.375
N4T_50,N4T,0.344
N5T_1,N5T,0.195
N5T_2,N5T,0.258
N5T_3,N5T,0.548
N5T_4,N5T,0.441
N5T_5,N5T,0.406
N5T_6,N5T,0.235
N5T_7,N5T,0.382
N5T_8,N5T,0.455
N5T_9,N5T,0.516
N5T_10,N5T,0.357
N5T_11,N5T,0.429
N5T_12,N5T,0.167
N5T_13,N5T,0.25
N5T_14,N5T,0.654
N5T_15,N5T,0.63
N5T_16,N5T,0.364
N5T_17,N5T,0.242
N5T_18,N5T,0.379
N5T_19,N5T,0.593
N5T_20,N5T,0.184
N5T_21,N5T,0.229
N5T_22,N5T,0.353
N5T_23,N5T,0.536
N5T_24,N5T,0.343
N5T_25,N5T,0.6
N5T_26,N5T,0.353
N5T_27,N5T,0.441
N5T_28,N5T,0.286
N5T_29,N5T,0.441
N5T_30,N5T,0.393
N5T_31,N5T,0.448
N5T_32,N5T,0.324
N5T_33,N5T,0.464
N5T_34,N5T,0.5
N5T_35,N5T,0.242
N5T_36,N5T,0.235
N5T_37,N5T,0.419
N5T_38,N5T,0.452
N5T_39,N5T,0.343
N5T_40,N5T,0.464
N5T_41,N5T,0.257
N5T_42,N5T,0.429
N5T_43,N5T,0.206
N5T_44,N5T,0.571
N5T_45,N5T,0.63
N5T_46,N5T,0.206
N5T_47,N5T,0.469
N5T_48,N5T,0.467
N5T_49,N5T,0.312
N5T_50,N5T,0.375
6NH_1,6NH,0.419
6NH_2,6NH,0.25
6NH_3,6NH,0.278
6NH_4,6NH,0.353
6NH_5,6NH,0.467
6NH_6,6NH,0.256
6NH_7,6NH,0.256
6NH_8,6NH,0.333
6NH_9,6NH,0.4
6NH_10,6NH,0.278
6NH_11,6NH,0.324
6NH_12,6NH,0.257
6NH_13,6NH,0.286
6NH_14,6NH,0.162
6NH_15,6NH,0.467
6NH_16,6NH,0.552
6NH_17,6NH,0.243
6NH_18,6NH,0.353
6NH_19,6NH,0.438
6NH_20,6NH,0.257
6NH_21,6NH,0.5
6NH_22,6NH,0.607
6NH_23,6NH,0.667
6NH_24,6NH,0.484
6NH_25,6NH,0.5
6NH_26,6NH,0.29
6NH_27,6NH,0.607
6NH_28,6NH,0.4
6NH_29,6NH,0.286
6NH_30,6NH,0.257
6NH_31,6NH,0.294
6NH_32,6NH,0.586
6NH_33,6NH,0.394
6NH_34,6NH,0.333
6NH_35,6NH,0.364
6NH_36,6NH,0.484
6NH_37,6NH,0.5
6NH_38,6NH,0.5
6NH_39,6NH,0.484
6NH_40,6NH,0.586
6NH_41,6NH,0.5
6NH_42,6NH,0.517
6NH_43,6NH,0.452
6NH_44,6NH,0.438
6NH_45,6NH,0.394
6NH_46,6NH,0.438
6NH_47,6NH,0.452
6NH_48,6NH,0.406
6NH_49,6NH,0.552
6NH_50,6NH,0.452
6NH_51,6NH,0.333
6NH_52,6NH,0.27
6NH_53,6NH,0.265
6NH_54,6NH,0.517
6NH_55,6NH,0.607
6NH_56,6NH,0.243
6NH_57,6NH,0.275
6NH_58,6NH,0.467
6NH_59,6NH,0.467
6NH_60,6NH,0.364
6NH_61,6NH,0.394
6NH_62,6NH,0.394
6NH_63,6NH,0.438
6NH_64,6NH,0.5
6NH_65,6NH,0.484
6NH_66,6NH,0.552
6NH_67,6NH,0.194
6NH_68,6NH,0.314
6NH_69,6NH,0.353
6NH_70,6NH,0.324
6NH_71,6NH,0.353
6NH_72,6NH,0.438
6NH_73,6NH,0.5
6NH_74,6NH,0.25
6NH_75,6NH,0.333
6NH_76,6NH,0.5
6NH_77,6NH,0.167
6NH_78,6NH,0.643
6NH_79,6NH,0.222
6NH_80,6NH,0.25
6NH_81,6NH,0.375
6NH_82,6NH,0.257
6NH_83,6NH,0.257
6NH_84,6NH,0.229
6NH_85,6NH,0.586
6NH_86,6NH,0.5
6NH_87,6NH,0.467
6NH_88,6NH,0.314
6NH_89,6NH,0.394
6NH_90,6NH,0.419
6NH_91,6NH,0.438
6NH_92,6NH,0.484
6NH_93,6NH,0.5
6NH_94,6NH,0.552
6NH_95,6NH,0.406
6NH_96,6NH,0.607
6NH_97,6NH,0.353
6NH_98,6NH,0.452
6NH_99,6NH,0.438
6NH_100,6NH,0.452
7NH_1,7NH,0.324
7NH_2,7NH,0.256
7NH_3,7NH,0.324
7NH_4,7NH,0.324
7NH_5,7NH,0.306
7NH_6,7NH,0.429
7NH_7,7NH,0.432
7NH_8,7NH,0.378
7NH_9,7NH,0.378
7NH_10,7NH,0.268
7NH_11,7NH,0.429
7NH_12,7NH,0.364
7NH_13,7NH,0.567
7NH_14,7NH,0.531
7NH_15,7NH,0.314
7NH_16,7NH,0.474
7NH_17,7NH,0.395
7NH_18,7NH,0.361
7NH_19,7NH,0.514
7NH_20,7NH,0.366
7NH_21,7NH,0.361
7NH_22,7NH,0.262
7NH_23,7NH,0.389
7NH_24,7NH,0.389
7NH_25,7NH,0.3
7NH_26,7NH,0.529
7NH_27,7NH,0.529
7NH_28,7NH,0.529
7NH_29,7NH,0.22
7NH_30,7NH,0.4
7NH_31,7NH,0.5
7NH_32,7NH,0.395
7NH_33,7NH,0.382
7NH_34,7NH,0.382
7NH_35,7NH,0.368
7NH_36,7NH,0.515
7NH_37,7NH,0.312
7NH_38,7NH,0.688
7NH_39,7NH,0.171
7NH_40,7NH,0.5
7NH_41,7NH,0.353
7NH_42,7NH,0.344
7NH_43,7NH,0.412
7NH_44,7NH,0.324
7NH_45,7NH,0.469
7NH_46,7NH,0.455
7NH_47,7NH,0.455
7NH_48,7NH,0.438
7NH_49,7NH,0.419
7NH_50,7NH,0.308
3QC_1,3QC,0.424
3QC_2,3QC,0.6
3QC_3,3QC,0.184
3QC_4,3QC,0.567
3QC_5,3QC,0.5
3QC_6,3QC,0.621
3QC_7,3QC,0.278
3QC_8,3QC,0.567
3QC_9,3QC,0.206
3QC_10,3QC,0.517
3QC_11,3QC,0.533
3QC_12,3QC,0.273
3QC_13,3QC,0.69
3QC_14,3QC,0.621
3QC_15,3QC,0.419
3QC_16,3QC,0.5
3QC_17,3QC,0.483
3QC_18,3QC,0.643
3QC_19,3QC,0.243
3QC_20,3QC,0.593
3QC_21,3QC,0.556
3QC_22,3QC,0.278
3QC_23,3QC,0.6
3QC_24,3QC,0.375
3QC_25,3QC,0.323
3QC_26,3QC,0.364
3QC_27,3QC,0.481
3QC_28,3QC,0.3
3QC_29,3QC,0.517
3QC_30,3QC,0.419
3QC_31,3QC,0.419
3QC_32,3QC,0.419
3QC_33,3QC,0.467
3QC_34,3QC,0.433
3QC_35,3QC,0.467
3QC_36,3QC,0.375
3QC_37,3QC,0.419
3QC_38,3QC,0.467
3QC_39,3QC,0.5
3QC_40,3QC,0.5
3QC_41,3QC,0.424
3QC_42,3QC,0.517
3QC_43,3QC,0.536
3QC_44,3QC,0.278
3QC_45,3QC,0.452
3QC_46,3QC,0.621
3QC_47,3QC,0.6
3QC_48,3QC,0.364
3QC_49,3QC,0.448
3QC_50,3QC,0.438
FDN_1,FDN,0.333
FDN_2,FDN,0.263
FDN_3,FDN,0.394
FDN_4,FDN,0.222
FDN_5,FDN,0.353
FDN_6,FDN,0.364
FDN_7,FDN,0.353
FDN_8,FDN,0.286
FDN_9,FDN,0.353
FDN_10,FDN,0.222
FDN_11,FDN,0.265
FDN_12,FDN,0.27
FDN_13,FDN,0.278
FDN_14,FDN,0.353
FDN_15,FDN,0.222
FDN_16,FDN,0.303
FDN_17,FDN,0.306
FDN_18,FDN,0.286
FDN_19,FDN,0.306
FDN_20,FDN,0.306
FDN_21,FDN,0.297
FDN_22,FDN,0.306
FDN_23,FDN,0.353
FDN_24,FDN,0.286
FDN_25,FDN,0.333
FDN_26,FDN,0.314
FDN_27,FDN,0.211
FDN_28,FDN,0.286
FDN_29,FDN,0.257
FDN_30,FDN,0.242
FDN_31,FDN,0.353
FDN_32,FDN,0.353
FDN_33,FDN,0.353
FDN_34,FDN,0.306
FDN_35,FDN,0.314
FDN_36,FDN,0.286
FDN_37,FDN,0.2
FDN_38,FDN,0.229
FDN_39,FDN,0.286
FDN_40,FDN,0.25
FDN_41,FDN,0.257
FDN_42,FDN,0.273
FDN_43,FDN,0.314
FDN_44,FDN,0.419
FDN_45,FDN,0.419
FDN_46,FDN,0.25
FDN_47,FDN,0.263
FDN_48,FDN,0.286
FDN_49,FDN,0.257
FDN_50,FDN,0.438
DH1_1,DH1,0.371
DH1_2,DH1,0.314
DH1_3,DH1,0.244
DH1_4,DH1,0.214
DH1_5,DH1,0.171
DH1_6,DH1,0.211
DH1_7,DH1,0.222
DH1_8,DH1,0.195
DH1_9,DH1,0.3
DH1_10,DH1,0.333
DH1_11,DH1,0.171
DH1_12,DH1,0.25
DH1_13,DH1,0.243
DH1_14,DH1,0.211
DH1_15,DH1,0.211
DH1_16,DH1,0.25
DH1_17,DH1,0.159
DH1_18,DH1,0.182
DH1_19,DH1,0.184
DH1_20,DH1,0.186
DH1_21,DH1,0.216
DH1_22,DH1,0.195
DH1_23,DH1,0.243
DH1_24,DH1,0.25
DH1_25,DH1,0.179
DH1_26,DH1,0.184
DH1_27,DH1,0.314
DH1_28,DH1,0.243
DH1_29,DH1,0.256
DH1_30,DH1,0.186
DH1_31,DH1,0.159
DH1_32,DH1,0.268
DH1_33,DH1,0.282
DH1_34,DH1,0.314
DH1_35,DH1,0.314
DH1_36,DH1,0.243
DH1_37,DH1,0.243
DH1_38,DH1,0.243
DH1_39,DH1,0.243
DH1_40,DH1,0.243
DH1_41,DH1,0.179
DH1_42,DH1,0.243
DH1_43,DH1,0.243
DH1_44,DH1,0.286
DH1_45,DH1,0.243
DH1_46,DH1,0.25
DH1_47,DH1,0.243
DH1_48,DH1,0.282
DH1_49,DH1,0.268
DH1_50,DH1,0.25
DH1_51,DH1,0.314
DH1_52,DH1,0.211
DH1_53,DH1,0.308
DH1_54,DH1,0.237
DH1_55,DH1,0.306
DH1_56,DH1,0.25
DH1_57,DH1,0.25
DH1_58,DH1,0.343
DH1_59,DH1,0.306
DH1_60,DH1,0.275
DH1_61,DH1,0.211
DH1_62,DH1,0.243
DH1_63,DH1,0.211
DH1_64,DH1,0.263
DH1_65,DH1,0.216
DH1_66,DH1,0.243
DH1_67,DH1,0.179
DH1_68,DH1,0.186
DH1_69,DH1,0.233
DH1_70,DH1,0.256
DH1_71,DH1,0.184
DH1_72,DH1,0.314
DH1_73,DH1,0.184
DH1_74,DH1,0.324
DH1_75,DH1,0.342
DH1_76,DH1,0.195
DH1_77,DH1,0.237
DH1_78,DH1,0.211
DH1_79,DH1,0.333
DH1_80,DH1,0.256
DH1_81,DH1,0.306
DH1_82,DH1,0.25
DH1_83,DH1,0.216
DH1_84,DH1,0.158
DH1_85,DH1,0.237
DH1_86,DH1,0.194
DH1_87,DH1,0.216
DH1_88,DH1,0.263
DH1_89,DH1,0.314
DH1_90,DH1,0.278
DH1_91,DH1,0.2
DH1_92,DH1,0.324
DH1_93,DH1,0.343
DH1_94,DH1,0.243
DH1_95,DH1,0.216
DH1_96,DH1,0.314
DH1_97,DH1,0.278
DH1_98,DH1,0.216
DH1_99,DH1,0.282
DH1_100,DH1,0.275
DH3_1,DH3,0.205
DH3_2,DH3,0.209
DH3_3,DH3,0.178
DH3_4,DH3,0.233
DH3_5,DH3,0.25
DH3_6,DH3,0.186
DH3_7,DH3,0.2
DH3_8,DH3,0.25
DH3_9,DH3,0.238
DH3_10,DH3,0.233
DH3_11,DH3,0.167
DH3_12,DH3,0.237
DH3_13,DH3,0.159
DH3_14,DH3,0.25
DH3_15,DH3,0.191
DH3_16,DH3,0.2
