Name,Active,MCS
MTW_12,MTW,0.184
MTW_13,MTW,0.405
MTW_14,MTW,0.238
MTW_15,MTW,0.333
MTW_16,MTW,0.262
MTW_17,MTW,0.244
MTW_18,MTW,0.238
MTW_19,MTW,0.262
MTW_20,MTW,0.171
MTW_21,MTW,0.159
MTW_22,MTW,0.324
MTW_23,MTW,0.316
MTW_24,MTW,0.205
MTW_25,MTW,0.238
MTW_26,MTW,0.262
MTW_27,MTW,0.225
MTW_28,MTW,0.268
MTW_29,MTW,0.256
MTW_30,MTW,0.209
MTW_31,MTW,0.244
MTW_32,MTW,0.195
CT6_1,CT6,0.571
CT6_2,CT6,0.471
CT6_3,CT6,0.242
CT6_4,CT6,0.257
CT6_5,CT6,0.231
CT6_6,CT6,0.552
CT6_7,CT6,0.235
CT6_8,CT6,0.516
CT6_9,CT6,0.278
CT6_10,CT6,0.406
CT6_11,CT6,0.229
CT6_12,CT6,0.194
CT6_13,CT6,0.314
CT6_14,CT6,0.25
CT6_15,CT6,0.355
CT6_16,CT6,0.294
CT6_17,CT6,0.231
CT6_18,CT6,0.361
CT6_19,CT6,0.297
CT6_20,CT6,0.256
CT6_21,CT6,0.324
CT6_22,CT6,0.455
CT6_23,CT6,0.469
CT6_24,CT6,0.406
CT6_25,CT6,0.257
CT6_26,CT6,0.257
CT6_27,CT6,0.394
CT6_28,CT6,0.256
CT6_29,CT6,0.231
CT6_30,CT6,0.333
CT6_31,CT6,0.483
CT6_32,CT6,0.273
CT8_1,CT8,0.438
CT8_2,CT8,0.122
CT8_3,CT8,0.25
CT8_4,CT8,0.412
CT8_5,CT8,0.314
CT8_6,CT8,0.536
CT8_7,CT8,0.517
CT8_8,CT8,0.167
CT8_9,CT8,0.243
CT8_10,CT8,0.303
CT8_11,CT8,0.414
CT8_12,CT8,0.219
CT8_13,CT8,0.27
CT8_14,CT8,0.316
CT8_15,CT8,0.6
CT8_16,CT8,0.469
CT8_17,CT8,0.485
CT8_18,CT8,0.324
CT8_19,CT8,0.256
CT8_20,CT8,0.294
CT8_21,CT8,0.25
CT8_22,CT8,0.312
CT8_23,CT8,0.242
CT8_24,CT8,0.256
CT8_25,CT8,0.243
CT8_26,CT8,0.371
CT8_27,CT8,0.382
CT8_28,CT8,0.6
CT8_29,CT8,0.333
CT8_30,CT8,0.485
CT8_31,CT8,0.371
CT8_32,CT8,0.448
DT2_1,DT2,0.361
DT2_2,DT2,0.143
DT2_3,DT2,0.353
DT2_4,DT2,0.27
DT2_5,DT2,0.256
DT2_6,DT2,0.256
DT2_7,DT2,0.244
DT2_8,DT2,0.314
DT2_9,DT2,0.314
DT2_10,DT2,0.263
DT2_11,DT2,0.361
DT2_12,DT2,0.333
DT2_13,DT2,0.22
DT2_14,DT2,0.238
DT2_15,DT2,0.171
DT2_16,DT2,0.289
DT2_17,DT2,0.175
DT2_18,DT2,0.238
DT2_19,DT2,0.263
DT2_20,DT2,0.238
DT2_21,DT2,0.133
DT2_22,DT2,0.256
DT2_23,DT2,0.14
DT2_24,DT2,0.457
DT2_25,DT2,0.359
DT2_26,DT2,0.412
DT2_27,DT2,0.22
DT2_28,DT2,0.244
DT2_29,DT2,0.243
DT2_30,DT2,0.27
DT2_31,DT2,0.256
DT2_32,DT2,0.308
DT5_1,DT5,0.343
DT5_2,DT5,0.378
DT5_3,DT5,0.361
DT5_4,DT5,0.25
DT5_5,DT5,0.333
DT5_6,DT5,0.342
DT5_7,DT5,0.342
DT5_8,DT5,0.275
DT5_9,DT5,0.27
DT5_10,DT5,0.244
DT5_11,DT5,0.189
DT5_12,DT5,0.316
DT5_13,DT5,0.25
DT5_14,DT5,0.22
DT5_15,DT5,0.342
DT5_16,DT5,0.278
DT5_17,DT5,0.22
DT5_18,DT5,0.209
DT5_19,DT5,0.211
DT5_20,DT5,0.368
DT5_21,DT5,0.238
DT5_22,DT5,0.382
DT5_23,DT5,0.308
DT5_24,DT5,0.238
DT5_25,DT5,0.389
DT5_26,DT5,0.171
DT5_27,DT5,0.316
DT5_28,DT5,0.214
DT5_29,DT5,0.25
DT5_30,DT5,0.25
DT5_31,DT5,0.27
DT5_32,DT5,0.286
C3M_1,C3M,0.212
C3M_2,C3M,0.154
C3M_3,C3M,0.231
C3M_4,C3M,0.22
C3M_5,C3M,0.171
C3M_6,C3M,0.282
C3M_7,C3M,0.229
C3M_8,C3M,0.27
C3M_9,C3M,0.308
C3M_10,C3M,0.25
C3M_11,C3M,0.297
C3M_12,C3M,0.214
C3M_13,C3M,0.195
C3M_14,C3M,0.209
C3M_15,C3M,0.441
C3M_16,C3M,0.244
C3M_17,C3M,0.286
C3M_18,C3M,0.243
C3M_19,C3M,0.289
C3M_20,C3M,0.195
C3M_21,C3M,0.19
C3M_22,C3M,0.179
C3M_23,C3M,0.275
C3M_24,C3M,0.205
C3M_25,C3M,0.195
C3M_26,C3M,0.214
C3M_27,C3M,0.179
C3M_28,C3M,0.256
C3M_29,C3M,0.25
C3M_30,C3M,0.289
C3M_31,C3M,0.231
C3M_32,C3M,0.163
C4M_1,C4M,0.297
C4M_2,C4M,0.2
C4M_3,C4M,0.316
C4M_4,C4M,0.244
C4M_5,C4M,0.225
C4M_6,C4M,0.195
C4M_7,C4M,0.167
C4M_8,C4M,0.195
C4M_9,C4M,0.268
C4M_10,C4M,0.256
C4M_11,C4M,0.244
C4M_12,C4M,0.257
C4M_13,C4M,0.19
C4M_14,C4M,0.289
C4M_15,C4M,0.268
C4M_16,C4M,0.275
C4M_17,C4M,0.22
C4M_18,C4M,0.237
C4M_19,C4M,0.186
C4M_20,C4M,0.085
C4M_21,C4M,0.263
C4M_22,C4M,0.211
C4M_23,C4M,0.186
C4M_24,C4M,0.186
C4M_25,C4M,0.289
C4M_26,C4M,0.209
C4M_27,C4M,0.209
C4M_28,C4M,0.238
C4M_29,C4M,0.186
C4M_30,C4M,0.2
C4M_31,C4M,0.256
C4M_32,C4M,0.22
23D_1,23D,0.353
23D_2,23D,0.469
23D_3,23D,0.297
23D_4,23D,0.238
23D_5,23D,0.455
23D_6,23D,0.244
23D_7,23D,0.441
23D_8,23D,0.517
23D_9,23D,0.361
23D_10,23D,0.244
23D_11,23D,0.2
23D_12,23D,0.333
23D_13,23D,0.282
23D_14,23D,0.205
23D_15,23D,0.405
23D_16,23D,0.342
23D_17,23D,0.4
23D_18,23D,0.289
23D_19,23D,0.333
23D_20,23D,0.361
23D_21,23D,0.289
23D_22,23D,0.452
23D_23,23D,0.27
23D_24,23D,0.238
23D_25,23D,0.27
23D_26,23D,0.394
23D_27,23D,0.244
23D_28,23D,0.359
23D_29,23D,0.27
23D_30,23D,0.394
23D_31,23D,0.457
23D_32,23D,0.263
P2N_1,P2N,0.344
P2N_2,P2N,0.179
P2N_3,P2N,0.1
P2N_4,P2N,0.212
P2N_5,P2N,0.314
P2N_6,P2N,0.273
P2N_7,P2N,0.194
P2N_8,P2N,0.464
P2N_9,P2N,0.231
P2N_10,P2N,0.294
P2N_11,P2N,0.571
P2N_12,P2N,0.516
P2N_13,P2N,0.438
P2N_14,P2N,0.206
P2N_15,P2N,0.182
P2N_16,P2N,0.222
P2N_17,P2N,0.2
P2N_18,P2N,0.556
P2N_19,P2N,0.483
P2N_20,P2N,0.263
P2N_21,P2N,0.237
P2N_22,P2N,0.286
P2N_23,P2N,0.314
P2N_24,P2N,0.438
P2N_25,P2N,0.216
P2N_26,P2N,0.5
P2N_27,P2N,0.621
P2N_28,P2N,0.15
P2N_29,P2N,0.158
P2N_30,P2N,0.265
P2N_31,P2N,0.571
P2N_32,P2N,0.393
GAS_1,GAS,0.412
GAS_2,GAS,0.195
GAS_3,GAS,0.231
GAS_4,GAS,0.209
GAS_5,GAS,0.316
GAS_6,GAS,0.227
GAS_7,GAS,0.342
GAS_8,GAS,0.35
GAS_9,GAS,0.382
GAS_10,GAS,0.262
GAS_11,GAS,0.205
GAS_12,GAS,0.314
GAS_13,GAS,0.186
GAS_14,GAS,0.359
GAS_15,GAS,0.233
GAS_16,GAS,0.368
GAS_17,GAS,0.227
GAS_18,GAS,0.205
GAS_19,GAS,0.214
GAS_20,GAS,0.361
GAS_21,GAS,0.289
GAS_22,GAS,0.25
GAS_23,GAS,0.3
GAS_24,GAS,0.209
GAS_25,GAS,0.149
GAS_26,GAS,0.275
GAS_27,GAS,0.186
GAS_28,GAS,0.282
GAS_29,GAS,0.2
GAS_30,GAS,0.205
GAS_31,GAS,0.528
GAS_32,GAS,0.244
090_1,090,0.278
090_2,090,0.25
090_3,090,0.179
090_4,090,0.536
090_5,090,0.231
090_6,090,0.303
090_7,090,0.324
090_8,090,0.533
090_9,090,0.344
090_10,090,0.222
090_11,090,0.225
090_12,090,0.244
090_13,090,0.581
090_14,090,0.263
090_15,090,0.237
090_16,090,0.389
090_17,090,0.306
090_18,090,0.282
090_19,090,0.316
090_20,090,0.63
090_21,090,0.294
090_22,090,0.22
090_23,090,0.308
090_24,090,0.323
090_25,090,0.238
090_26,090,0.3
090_27,090,0.333
090_28,090,0.351
090_29,090,0.25
090_30,090,0.417
090_31,090,0.282
090_32,090,0.25
RP4_1,RP4,0.158
RP4_2,RP4,0.324
RP4_3,RP4,0.27
RP4_4,RP4,0.303
RP4_5,RP4,0.175
RP4_6,RP4,0.414
RP4_7,RP4,0.371
RP4_8,RP4,0.4
RP4_9,RP4,0.214
RP4_10,RP4,0.184
RP4_11,RP4,0.29
RP4_12,RP4,0.324
RP4_13,RP4,0.394
RP4_14,RP4,0.257
RP4_15,RP4,0.231
RP4_16,RP4,0.351
RP4_17,RP4,0.27
RP4_18,RP4,0.467
RP4_19,RP4,0.414
RP4_20,RP4,0.242
RP4_21,RP4,0.158
RP4_22,RP4,0.189
RP4_23,RP4,0.387
RP4_24,RP4,0.163
RP4_25,RP4,0.27
RP4_26,RP4,0.343
RP4_27,RP4,0.375
RP4_28,RP4,0.257
RP4_29,RP4,0.312
RP4_30,RP4,0.167
RP4_31,RP4,0.344
RP4_32,RP4,0.237
76V_1,76V,0.143
76V_2,76V,0.225
76V_3,76V,0.351
76V_4,76V,0.333
76V_5,76V,0.27
76V_6,76V,0.289
76V_7,76V,0.195
76V_8,76V,0.143
76V_9,76V,0.562
76V_10,76V,0.378
76V_11,76V,0.256
76V_12,76V,0.343
76V_13,76V,0.205
76V_14,76V,0.353
76V_15,76V,0.231
76V_16,76V,0.333
76V_17,76V,0.343
76V_18,76V,0.216
76V_19,76V,0.214
76V_20,76V,0.289
76V_21,76V,0.195
76V_22,76V,0.667
76V_23,76V,0.22
76V_24,76V,0.167
76V_25,76V,0.515
76V_26,76V,0.429
76V_27,76V,0.163
76V_28,76V,0.163
76V_29,76V,0.179
76V_30,76V,0.22
76V_31,76V,0.316
76V_32,76V,0.353
A25_1,A25,0.179
A25_2,A25,0.225
A25_3,A25,0.371
A25_4,A25,0.286
A25_5,A25,0.216
A25_6,A25,0.237
A25_7,A25,0.229
A25_8,A25,0.333
A25_9,A25,0.237
A25_10,A25,0.333
A25_11,A25,0.273
A25_12,A25,0.175
A25_13,A25,0.231
A25_14,A25,0.231
A25_15,A25,0.314
A25_16,A25,0.353
A25_17,A25,0.237
A25_18,A25,0.394
A25_19,A25,0.243
A25_20,A25,0.333
A25_21,A25,0.297
A25_22,A25,0.433
A25_23,A25,0.314
A25_24,A25,0.29
A25_25,A25,0.455
A25_26,A25,0.412
A25_27,A25,0.306
A25_28,A25,0.231
A25_29,A25,0.323
A25_30,A25,0.483
A25_31,A25,0.243
A25_32,A25,0.265
BES_1,BES,0.296
BES_2,BES,0.122
BES_3,BES,0.172
BES_4,BES,0.219
BES_5,BES,0.206
BES_6,BES,0.321
BES_7,BES,0.344
BES_8,BES,0.278
BES_9,BES,0.176
BES_10,BES,0.194
BES_11,BES,0.44
BES_12,BES,0.242
BES_13,BES,0.424
BES_14,BES,0.406
BES_15,BES,0.184
BES_16,BES,0.306
BES_17,BES,0.44
BES_18,BES,0.375
BES_19,BES,0.346
BES_20,BES,0.323
BES_21,BES,0.343
BES_22,BES,0.273
BES_23,BES,0.216
BES_24,BES,0.222
BES_25,BES,0.379
BES_26,BES,0.324
BES_27,BES,0.483
BES_28,BES,0.394
BES_29,BES,0.406
BES_30,BES,0.414
BES_31,BES,0.643
BES_32,BES,0.343
7PY_1,7PY,0.275
7PY_2,7PY,0.22
7PY_3,7PY,0.306
7PY_4,7PY,0.27
7PY_5,7PY,0.263
7PY_6,7PY,0.268
7PY_7,7PY,0.562
7PY_8,7PY,0.3
7PY_9,7PY,0.209
7PY_10,7PY,0.163
7PY_11,7PY,0.238
7PY_12,7PY,0.195
7PY_13,7PY,0.515
7PY_14,7PY,0.275
7PY_15,7PY,0.275
7PY_16,7PY,0.317
7PY_17,7PY,0.268
7PY_18,7PY,0.256
7PY_19,7PY,0.25
7PY_20,7PY,0.325
7PY_21,7PY,0.2
7PY_22,7PY,0.333
7PY_23,7PY,0.3
7PY_24,7PY,0.19
7PY_25,7PY,0.417
7PY_26,7PY,0.293
7PY_27,7PY,0.186
7PY_28,7PY,0.359
7PY_29,7PY,0.227
7PY_30,7PY,0.256
7PY_31,7PY,0.359
7PY_32,7PY,0.444
NOQ_1,NOQ,0.355
NOQ_2,NOQ,0.2
NOQ_3,NOQ,0.267
NOQ_4,NOQ,0.143
NOQ_5,NOQ,0.2
NOQ_6,NOQ,0.344
NOQ_7,NOQ,0.294
NOQ_8,NOQ,0.243
NOQ_9,NOQ,0.265
NOQ_10,NOQ,0.4
NOQ_11,NOQ,0.324
NOQ_12,NOQ,0.306
NOQ_13,NOQ,0.286
NOQ_14,NOQ,0.306
NOQ_15,NOQ,0.375
NOQ_16,NOQ,0.324
NOQ_17,NOQ,0.289
NOQ_18,NOQ,0.297
NOQ_19,NOQ,0.375
NOQ_20,NOQ,0.27
NOQ_21,NOQ,0.265
NOQ_22,NOQ,0.333
NOQ_23,NOQ,0.306
NOQ_24,NOQ,0.216
NOQ_25,NOQ,0.343
NOQ_26,NOQ,0.225
NOQ_27,NOQ,0.294
NOQ_28,NOQ,0.297
NOQ_29,NOQ,0.312
NOQ_30,NOQ,0.243
NOQ_31,NOQ,0.243
NOQ_32,NOQ,0.297
2EA_1,2EA,0.316
2EA_2,2EA,0.282
2EA_3,2EA,0.279
2EA_4,2EA,0.231
2EA_5,2EA,0.486
2EA_6,2EA,0.262
2EA_7,2EA,0.293
2EA_8,2EA,0.262
2EA_9,2EA,0.324
2EA_10,2EA,0.231
2EA_11,2EA,0.5
2EA_12,2EA,0.375
2EA_13,2EA,0.286
2EA_14,2EA,0.559
2EA_15,2EA,0.342
2EA_16,2EA,0.244
2EA_17,2EA,0.457
2EA_18,2EA,0.25
2EA_19,2EA,0.279
2EA_20,2EA,0.279
2EA_21,2EA,0.293
2EA_22,2EA,0.286
2EA_23,2EA,0.25
2EA_24,2EA,0.341
2EA_25,2EA,0.233
2EA_26,2EA,0.375
2EA_27,2EA,0.529
2EA_28,2EA,0.375
2EA_29,2EA,0.342
2EA_30,2EA,0.238
2EA_31,2EA,0.256
2EA_32,2EA,0.214
4EA_1,4EA,0.324
4EA_2,4EA,0.324
4EA_3,4EA,0.282
4EA_4,4EA,0.243
4EA_5,4EA,0.205
4EA_6,4EA,0.275
4EA_7,4EA,0.317
4EA_8,4EA,0.3
4EA_9,4EA,0.3
4EA_10,4EA,0.361
4EA_11,4EA,0.316
4EA_12,4EA,0.394
4EA_13,4EA,0.324
4EA_14,4EA,0.22
4EA_15,4EA,0.351
4EA_16,4EA,0.268
4EA_17,4EA,0.353
4EA_18,4EA,0.485
4EA_19,4EA,0.342
4EA_20,4EA,0.3
4EA_21,4EA,0.214
4EA_22,4EA,0.308
4EA_23,4EA,0.333
4EA_24,4EA,0.263
4EA_25,4EA,0.3
4EA_26,4EA,0.351
4EA_27,4EA,0.438
4EA_28,4EA,0.262
4EA_29,4EA,0.444
4EA_30,4EA,0.238
4EA_31,4EA,0.286
4EA_32,4EA,0.316
N4T_1,N4T,0.278
N4T_2,N4T,0.265
N4T_3,N4T,0.229
N4T_4,N4T,0.382
N4T_5,N4T,0.324
N4T_6,N4T,0.516
N4T_7,N4T,0.333
N4T_8,N4T,0.195
N4T_9,N4T,0.485
N4T_10,N4T,0.257
N4T_11,N4T,0.643
N4T_12,N4T,0.263
N4T_13,N4T,0.406
N4T_14,N4T,0.222
N4T_15,N4T,0.308
N4T_16,N4T,0.342
N4T_17,N4T,0.5
N4T_18,N4T,0.361
N4T_19,N4T,0.406
N4T_20,N4T,0.5
N4T_21,N4T,0.419
N4T_22,N4T,0.306
N4T_23,N4T,0.361
N4T_24,N4T,0.485
N4T_25,N4T,0.378
N4T_26,N4T,0.424
N4T_27,N4T,0.531
N4T_28,N4T,0.306
N4T_29,N4T,0.389
N4T_30,N4T,0.263
N4T_31,N4T,0.324
N4T_32,N4T,0.263
N5T_1,N5T,0.414
N5T_2,N5T,0.263
N5T_3,N5T,0.355
N5T_4,N5T,0.5
N5T_5,N5T,0.314
N5T_6,N5T,0.27
N5T_7,N5T,0.643
N5T_8,N5T,0.455
N5T_9,N5T,0.175
N5T_10,N5T,0.556
N5T_11,N5T,0.4
N5T_12,N5T,0.265
N5T_13,N5T,0.414
N5T_14,N5T,0.361
N5T_15,N5T,0.235
N5T_16,N5T,0.314
N5T_17,N5T,0.324
N5T_18,N5T,0.294
N5T_19,N5T,0.593
N5T_20,N5T,0.343
N5T_21,N5T,0.343
N5T_22,N5T,0.429
N5T_23,N5T,0.469
N5T_24,N5T,0.412
N5T_25,N5T,0.382
N5T_26,N5T,0.419
N5T_27,N5T,0.536
N5T_28,N5T,0.314
N5T_29,N5T,0.5
N5T_30,N5T,0.586
N5T_31,N5T,0.306
N5T_32,N5T,0.433
6NH_1,6NH,0.321
6NH_2,6NH,0.407
6NH_3,6NH,0.371
6NH_4,6NH,0.31
6NH_5,6NH,0.483
6NH_6,6NH,0.231
6NH_7,6NH,0.237
6NH_8,6NH,0.455
6NH_9,6NH,0.297
6NH_10,6NH,0.516
6NH_11,6NH,0.3
6NH_12,6NH,0.389
6NH_13,6NH,0.308
6NH_14,6NH,0.586
6NH_15,6NH,0.469
6NH_16,6NH,0.316
6NH_17,6NH,0.289
6NH_18,6NH,0.216
6NH_19,6NH,0.344
6NH_20,6NH,0.344
6NH_21,6NH,0.444
6NH_22,6NH,0.484
6NH_23,6NH,0.531
6NH_24,6NH,0.613
6NH_25,6NH,0.457
6NH_26,6NH,0.289
6NH_27,6NH,0.314
6NH_28,6NH,0.438
6NH_29,6NH,0.278
6NH_30,6NH,0.457
6NH_31,6NH,0.278
6NH_32,6NH,0.5
7NH_1,7NH,0.343
7NH_2,7NH,0.308
7NH_3,7NH,0.262
7NH_4,7NH,0.297
7NH_5,7NH,0.412
7NH_6,7NH,0.205
7NH_7,7NH,0.375
7NH_8,7NH,0.562
7NH_9,7NH,0.2
7NH_10,7NH,0.308
7NH_11,7NH,0.389
7NH_12,7NH,0.552
7NH_13,7NH,0.214
7NH_14,7NH,0.371
7NH_15,7NH,0.353
7NH_16,7NH,0.655
7NH_17,7NH,0.529
7NH_18,7NH,0.286
7NH_19,7NH,0.621
7NH_20,7NH,0.257
7NH_21,7NH,0.238
7NH_22,7NH,0.389
7NH_23,7NH,0.471
7NH_24,7NH,0.275
7NH_25,7NH,0.405
7NH_26,7NH,0.432
7NH_27,7NH,0.457
7NH_28,7NH,0.375
7NH_29,7NH,0.237
7NH_30,7NH,0.231
7NH_31,7NH,0.455
7NH_32,7NH,0.27
3QC_1,3QC,0.379
3QC_2,3QC,0.333
3QC_3,3QC,0.519
3QC_4,3QC,0.438
3QC_5,3QC,0.27
3QC_6,3QC,0.237
3QC_7,3QC,0.237
3QC_8,3QC,0.407
3QC_9,3QC,0.448
3QC_10,3QC,0.206
3QC_11,3QC,0.441
3QC_12,3QC,0.242
3QC_13,3QC,0.286
3QC_14,3QC,0.281
3QC_15,3QC,0.367
3QC_16,3QC,0.633
3QC_17,3QC,0.265
3QC_18,3QC,0.229
3QC_19,3QC,0.536
3QC_20,3QC,0.167
3QC_21,3QC,0.278
3QC_22,3QC,0.324
3QC_23,3QC,0.5
3QC_24,3QC,0.552
3QC_25,3QC,0.515
3QC_26,3QC,0.533
3QC_27,3QC,0.375
3QC_28,3QC,0.393
3QC_29,3QC,0.5
3QC_30,3QC,0.455
3QC_31,3QC,0.345
3QC_32,3QC,0.281
FDN_1,FDN,0.407
FDN_2,FDN,0.129
FDN_3,FDN,0.353
FDN_4,FDN,0.333
FDN_5,FDN,0.231
FDN_6,FDN,0.375
FDN_7,FDN,0.25
FDN_8,FDN,0.278
FDN_9,FDN,0.324
FDN_10,FDN,0.25
FDN_11,FDN,0.361
FDN_12,FDN,0.5
FDN_13,FDN,0.237
FDN_14,FDN,0.371
FDN_15,FDN,0.361
FDN_16,FDN,0.586
FDN_17,FDN,0.297
FDN_18,FDN,0.306
FDN_19,FDN,0.237
FDN_20,FDN,0.237
FDN_21,FDN,0.343
FDN_22,FDN,0.306
FDN_23,FDN,0.278
FDN_24,FDN,0.289
FDN_25,FDN,0.225
FDN_26,FDN,0.289
FDN_27,FDN,0.278
FDN_28,FDN,0.27
FDN_29,FDN,0.333
FDN_30,FDN,0.278
FDN_31,FDN,0.242
FDN_32,FDN,0.27
DH1_1,DH1,0.25
DH1_2,DH1,0.205
DH1_3,DH1,0.188
DH1_4,DH1,0.237
DH1_5,DH1,0.25
DH1_6,DH1,0.278
DH1_7,DH1,0.4
DH1_8,DH1,0.189
DH1_9,DH1,0.222
DH1_10,DH1,0.412
DH1_11,DH1,0.211
DH1_12,DH1,0.231
DH1_13,DH1,0.15
DH1_14,DH1,0.25
DH1_15,DH1,0.243
DH1_16,DH1,0.237
DH1_17,DH1,0.323
DH1_18,DH1,0.222
DH1_19,DH1,0.225
DH1_20,DH1,0.351
DH1_21,DH1,0.2
DH1_22,DH1,0.344
DH1_23,DH1,0.324
DH1_24,DH1,0.235
DH1_25,DH1,0.171
DH1_26,DH1,0.225
DH1_27,DH1,0.536
DH1_28,DH1,0.231
DH1_29,DH1,0.222
DH1_30,DH1,0.237
DH1_31,DH1,0.211
DH1_32,DH1,0.324
DH3_1,DH3,0.22
DH3_2,DH3,0.278
DH3_3,DH3,0.184
DH3_4,DH3,0.316
DH3_5,DH3,0.216
DH3_6,DH3,0.256
DH3_7,DH3,0.238
DH3_8,DH3,0.316
DH3_9,DH3,0.353
DH3_10,DH3,0.324
DH3_11,DH3,0.278
DH3_12,DH3,0.27
DH3_13,DH3,0.256
DH3_14,DH3,0.333
DH3_15,DH3,0.19
DH3_16,DH3,0.278
DH3_17,DH3,0.333
DH3_18,DH3,0.184
DH3_19,DH3,0.333
DH3_20,DH3,0.209
DH3_21,DH3,0.324
DH3_22,DH3,0.25
DH3_23,DH3,0.278
DH3_24,DH3,0.282
DH3_25,DH3,0.205
DH3_26,DH3,0.186
DH3_27,DH3,0.353
DH3_28,DH3,0.378
DH3_29,DH3,0.371
DH3_30,DH3,0.289
DH3_31,DH3,0.325
DH3_32,DH3,0.275
L1B_1,L1B,0.278
L1B_2,L1B,0.29
L1B_3,L1B,0.5
L1B_4,L1B,0.303
L1B_5,L1B,0.5
L1B_6,L1B,0.433
L1B_7,L1B,0.515
L1B_8,L1B,0.424
L1B_9,L1B,0.367
L1B_10,L1B,0.281
L1B_11,L1B,0.343
L1B_12,L1B,0.361
L1B_13,L1B,0.5
L1B_14,L1B,0.552
L1B_15,L1B,0.389
L1B_16,L1B,0.343
L1B_17,L1B,0.406
L1B_18,L1B,0.4
L1B_19,L1B,0.333
L1B_20,L1B,0.351
L1B_21,L1B,0.485
L1B_22,L1B,0.231
L1B_23,L1B,0.562
L1B_24,L1B,0.516
L1B_25,L1B,0.5
L1B_26,L1B,0.519
L1B_27,L1B,0.25
L1B_28,L1B,0.5
L1B_29,L1B,0.5
L1B_30,L1B,0.438
L1B_31,L1B,0.353
L1B_32,L1B,0.229
7IG_1,7IG,0.312
7IG_2,7IG,0.367
7IG_3,7IG,0.282
7IG_4,7IG,0.345
7IG_5,7IG,0.371
7IG_6,7IG,0.4
7IG_7,7IG,0.63
7IG_8,7IG,0.393
7IG_9,7IG,0.282
7IG_10,7IG,0.323
7IG_11,7IG,0.536
7IG_12,7IG,0.289
7IG_13,7IG,0.531
7IG_14,7IG,0.314
7IG_15,7IG,0.452
7IG_16,7IG,0.351
7IG_17,7IG,0.231
7IG_18,7IG,0.452
7IG_19,7IG,0.324
7IG_20,7IG,0.5
7IG_21,7IG,0.333
7IG_22,7IG,0.316
7IG_23,7IG,0.263
7IG_24,7IG,0.244
7IG_25,7IG,0.231
7IG_26,7IG,0.485
7IG_27,7IG,0.225
7IG_28,7IG,0.533
7IG_29,7IG,0.243
7IG_30,7IG,0.278
7IG_31,7IG,0.324
7IG_32,7IG,0.294
VII_1,VII,0.56
VII_2,VII,0.184
VII_3,VII,0.1
VII_4,VII,0.407
VII_5,VII,0.179
VII_6,VII,0.237
VII_7,VII,0.556
VII_8,VII,0.222
VII_9,VII,0.275
VII_10,VII,0.238
VII_11,VII,0.184
VII_12,VII,0.565
VII_13,VII,0.194
VII_14,VII,0.108
VII_15,VII,0.175
VII_16,VII,0.205
VII_17,VII,0.258
VII_18,VII,0.214
VII_19,VII,0.167
VII_20,VII,0.242
VII_21,VII,0.303
VII_22,VII,0.143
VII_23,VII,0.25
VII_24,VII,0.195
VII_25,VII,0.111
VII_26,VII,0.286
VII_27,VII,0.132
VII_28,VII,0.25
VII_29,VII,0.29
VII_30,VII,0.382
VII_31,VII,0.237
VII_32,VII,0.186
PQB_1,PQB,0.314
PQB_2,PQB,0.289
PQB_3,PQB,0.432
PQB_4,PQB,0.417
PQB_5,PQB,0.472
PQB_6,PQB,0.4
PQB_7,PQB,0.195
PQB_8,PQB,0.406
PQB_9,PQB,0.306
PQB_10,PQB,0.289
PQB_11,PQB,0.457
PQB_12,PQB,0.324
PQB_13,PQB,0.263
PQB_14,PQB,0.25
PQB_15,PQB,0.389
PQB_16,PQB,0.297
PQB_17,PQB,0.214
PQB_18,PQB,0.343
PQB_19,PQB,0.184
PQB_20,PQB,0.2
PQB_21,PQB,0.472
PQB_22,PQB,0.412
PQB_23,PQB,0.389
PQB_24,PQB,0.257
PQB_25,PQB,0.485
PQB_26,PQB,0.278
PQB_27,PQB,0.25
PQB_28,PQB,0.289
PQB_29,PQB,0.394
PQB_30,PQB,0.256
PQB_31,PQB,0.189
PQB_32,PQB,0.214
2TH_1,2TH,0.357
2TH_2,2TH,0.194
2TH_3,2TH,0.353
2TH_4,2TH,0.286
2TH_5,2TH,0.414
2TH_6,2TH,0.333
2TH_7,2TH,0.237
2TH_8,2TH,0.667
2TH_9,2TH,0.56
2TH_10,2TH,0.353
2TH_11,2TH,0.211
2TH_12,2TH,0.464
2TH_13,2TH,0.586
2TH_14,2TH,0.242
2TH_15,2TH,0.258
2TH_16,2TH,0.516
2TH_17,2TH,0.481
2TH_18,2TH,0.552
2TH_19,2TH,0.243
2TH_20,2TH,0.258
2TH_21,2TH,0.393
2TH_22,2TH,0.303
2TH_23,2TH,0.433
2TH_24,2TH,0.469
2TH_25,2TH,0.704
2TH_26,2TH,0.303
2TH_27,2TH,0.367
2TH_28,2TH,0.233
2TH_29,2TH,0.382
2TH_30,2TH,0.344
2TH_31,2TH,0.385
2TH_32,2TH,0.517
3TH_1,3TH,0.189
3TH_2,3TH,0.481
3TH_3,3TH,0.586
3TH_4,3TH,0.367
3TH_5,3TH,0.516
3TH_6,3TH,0.344
3TH_7,3TH,0.265
3TH_8,3TH,0.184
3TH_9,3TH,0.552
3TH_10,3TH,0.25
3TH_11,3TH,0.469
3TH_12,3TH,0.6
3TH_13,3TH,0.306
