name,TotalExposedSasa,TotalBSA,InterfaceHydrophobicSasa,InterfacePolarSasa,InteractionScore,FaAtrInteraction,FaRepInteraction,FaSolInteraction,FaElecInteraction,HBondBbScInteraction,HBondScInteraction,GenBonded,HBInterface,TotalPackStat,InterfaceUnsat,SideFlexAlpha,SideFlexBeta,SideFlexOther,BackFlexAlpha,BackFlexBeta,BackFlexOther,PiPi,TStacking,CationPi,SaltBridge,TotalElec,TotalHBond,TotalHphobics,6.6,6.7,6.8,6.9,6.15,6.16,6.17,6.35,6.53,7.6,7.7,7.8,7.9,7.15,7.16,7.17,7.35,7.53,8.6,8.7,8.8,8.9,8.15,8.16,8.17,8.35,8.53,16.6,16.7,16.8,16.9,16.15,16.16,16.17,16.35,16.53,FCsp3,NumHAcceptors,NumHDonors,MolLogP,TPSA,VdwSA
decoys_minimizations/mini_2zsi_model0_chainA_GA4_resi345__chainA_hits_1_decoy_GA4_1_11.pdb,-0.2451197509549247,613.7000000000007,0.6473028723203628,0.3526971276796373,-23.156294369368084,-22.374238136502527,5.307432602835377,4.8771493303388525,-6.046818520343322,0.0,-2.3973037663289247,13.929667212664192,2.0,0.016553,13.0,132,4,92,0,0,8,0,0,0,1,-79076.54303461943,3,11,2378,608,652,12,440,112,120,2,693,178,189,3,0,0,0,0,0,0,0,0,233,61,63,1,434,106,116,2,0,0,0,0,0,0,0,0,0.0,4,2,3.378700000000001,79.29,283.2167108255922
decoys_minimizations/mini_2zsi_model0_chainA_GA4_resi345__chainA_hits_1_decoy_GA4_41_0.pdb,-0.2094264040611015,616.3000000000011,0.6498754280897923,0.3501245719102077,-9.649093689146753,-16.484687874071142,5.344956821246228,7.029709688880075,-1.8068772857228623,0.0,-0.7181881099453378,2.6017714877860354,1.0,0.0026579999999999,3.0,122,1,67,2,0,7,0,0,0,0,-15101.535127482037,1,6,2117,531,579,10,861,226,240,4,426,111,119,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,53,62,2,0.6,5,2,-0.2476000000000003,72.46000000000001,260.94099477855065
decoys_minimizations/mini_2zv2_model0_chainA_609_resi501__chainA_hits_1_decoy_609_17_1.pdb,-0.2046106557377056,687.7000000000007,0.8202462802359397,0.1797537197640603,-34.53434405725409,-29.081272309257884,7.580824656080608,1.1414158628464293,-8.58516925242094,-1.3269954687645935,-1.323524784376211,1.6925625078197464,2.0,0.0068159999999999,3.0,1,227,50,0,22,27,0,0,0,0,-234038.11779916476,2,24,2928,716,792,18,399,95,106,4,393,92,104,3,0,0,0,0,0,0,0,0,153,42,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,4,1,3.0635000000000017,62.02,321.4506046264201
decoys_minimizations/mini_2zv2_model0_chainA_609_resi501__chainA_hits_1_decoy_609_1_1.pdb,-0.176990989608365,670.5,0.8382654820751095,0.1617345179248904,-30.88121922595269,-26.61546730687951,6.763846133958964,-3.444888426774241,-4.067873666663104,0.0,0.0,2.2701470752071744,0.0,0.004927,7.0,0,216,28,0,27,8,0,0,0,0,-11193.234848032076,0,19,2349,590,661,15,570,144,155,5,135,34,37,0,0,0,0,0,0,0,0,0,421,99,105,4,0,0,0,0,0,0,0,0,0,0,0,0,0.3571428571428571,6,1,3.379500000000001,47.900000000000006,298.9797862919704
decoys_minimizations/mini_2zv2_model0_chainA_609_resi501__chainA_hits_1_decoy_609_20_0.pdb,-0.1788959879360299,684.3000000000011,0.831474057669869,0.1685259423301309,-33.84301515186576,-29.55472064229184,7.174696570420792,-2.3493241499652413,-3.898105528502356,-0.6240238078632672,0.0,2.0382458411586906,1.0,-0.003919,3.0,0,222,35,0,18,25,0,0,0,0,-28650.989416746404,1,27,2443,608,665,14,377,94,104,2,383,92,102,3,0,0,0,0,0,0,0,0,275,74,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2857142857142857,6,1,4.003620000000002,59.150000000000006,308.0647751650028
decoys_minimizations/mini_35c8_model0_chainL_NOX_resi212__chainH_chainL_hits_1_decoy_NOX_23_120.pdb,-0.1791477827878866,707.6000000000022,0.7514331671386953,0.2485668328613046,-23.77028652101012,-27.40205313179013,6.283052004570607,4.196282010349478,-1.747136772102408,0.0,0.0,1.541773776525106,0.0,-0.000329,3.0,0,161,74,0,5,12,0,0,0,0,-58897.94057171425,0,24,2303,589,618,8,583,151,180,0,150,39,47,0,373,91,108,0,0,0,0,0,195,48,50,0,243,55,62,3,0,0,0,0,0,0,0,0,0.25,4,2,3.998300000000001,74.16,328.40278215379203
decoys_minimizations/mini_35c8_model0_chainL_NOX_resi212__chainH_chainL_hits_1_decoy_NOX_24_192.pdb,-0.159594120953908,729.7999999999993,0.7462344368432531,0.2537655631567468,-18.4988563903828,-30.137918445352625,11.524976164633417,8.556028052209513,-1.091445784022426,0.0,0.0,14.815656441257223,0.0,0.0082869999999999,6.0,0,264,73,0,10,1,0,0,2,0,18000.145153757545,0,32,3311,845,868,16,382,102,104,1,445,128,142,0,214,55,54,1,0,0,0,0,151,43,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,4,2,3.3789000000000007,67.42999999999999,410.5814356969574
decoys_minimizations/mini_35c8_model0_chainL_NOX_resi212__chainH_chainL_hits_1_decoy_NOX_9_188.pdb,-0.1382237222227309,695.8999999999978,0.7548711454537937,0.2451288545462062,-22.65135362843307,-27.780751823901028,10.370078271677071,4.737505582289487,-2.641912360150286,0.0,-0.7175005611407244,4.265570135395704,1.0,0.001128,6.0,0,190,56,0,0,1,0,0,1,0,-11344.17778991186,1,22,2805,706,749,17,548,138,150,2,392,104,111,1,606,149,176,3,0,0,0,0,202,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2142857142857142,4,2,3.139500000000001,74.58000000000001,358.32568328356246
decoys_minimizations/mini_3abm_model0_chainB_CHD_resi1086__chainT_chainA_hits_1_decoy_CHD_23_102.pdb,0.0013894262900566,623.7000000000007,0.9000924866318711,0.0999075133681288,-20.3425354041201,-20.951002709241493,4.551647502661922,0.2379301863848013,-0.7916871095708302,0.0,0.0,6.5477695377402565,0.0,-0.001631,4.0,222,0,0,20,0,0,0,0,0,0,-58364.36242798736,0,27,2051,506,462,24,404,104,87,7,277,68,57,5,0,0,0,0,0,0,0,0,335,83,76,6,0,0,0,0,0,0,0,0,0,0,0,0,0.4375,6,3,3.074320000000001,71.09,407.1946885725343
decoys_minimizations/mini_3abm_model0_chainB_CHD_resi1086__chainT_chainA_hits_1_decoy_CHD_5_25.pdb,-0.0363889333246392,543.1999999999971,0.9091992190233666,0.0908007809766333,-16.28333552254321,-20.89907684112632,4.91600686468712,2.65082498475158,0.411302339040958,0.0,0.0,29.19142921862259,0.0,-0.0027599999999999,1.0,176,0,0,18,0,0,0,0,0,0,-22453.270847622425,0,21,1882,465,420,28,269,66,61,6,240,59,52,4,0,0,0,0,0,0,0,0,259,65,52,5,0,0,0,0,108,28,24,2,0,0,0,0,0.0714285714285714,3,2,3.0252000000000008,72.19,349.8203309055727
decoys_minimizations/mini_3abm_model0_chainB_CHD_resi1086__chainT_chainA_hits_1_decoy_CHD_7_9.pdb,0.0103067421221249,587.2000000000007,0.8278581264272389,0.1721418735727611,-16.79255852228357,-18.604036272187383,4.869866502217178,0.2234626743065746,0.0843057872104964,0.0,0.0,11.21098507531778,0.0,-0.004774,0.0,182,0,0,19,0,0,0,0,0,0,16581.85182656376,0,9,2157,558,481,35,275,68,57,5,293,72,62,4,0,0,0,0,0,0,0,0,145,37,30,3,135,34,31,1,0,0,0,0,0,0,0,0,0.3888888888888889,6,3,4.669400000000004,74.08000000000001,402.5376857441825
decoys_minimizations/mini_3acj_model0_chainA_KSS_resi513__chainA_hits_1_decoy_KSS_20_25.pdb,-0.0057277698081039,486.5,0.7138129546910447,0.2861870453089553,-13.222051794154028,-16.2582068479619,6.641603421305945,-1.7359623364623076,0.5259943592280933,0.0,0.0,0.2941362967674681,0.0,0.0096669999999999,3.0,0,171,16,0,17,9,0,0,0,0,19672.708774493403,0,12,1721,444,567,27,345,88,113,6,121,29,43,2,0,0,0,0,0,0,0,0,0,0,0,0,108,26,41,2,0,0,0,0,0,0,0,0,0.5714285714285714,3,1,2.7554000000000007,46.79,357.0604401856752
decoys_minimizations/mini_3acj_model0_chainA_KSS_resi513__chainA_hits_1_decoy_KSS_3_4.pdb,-0.0347619978400233,541.7000000000007,0.7659661594125801,0.2340338405874199,-16.55681501632432,-18.92711292896911,4.772576156038667,1.2161840728986135,-1.302038928272509,0.0,0.0,21.4694057187656,0.0,-0.0006209999999999,3.0,0,105,34,0,8,26,0,0,0,0,-12366.561247885047,0,11,1780,456,589,26,258,63,84,3,312,77,100,4,0,0,0,0,0,0,0,0,338,86,104,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1428571428571428,4,1,3.181820000000001,60.62,342.346362632215
decoys_minimizations/mini_3acj_model0_chainA_KSS_resi513__chainA_hits_1_decoy_KSS_9_97.pdb,-0.0675268057526878,536.6000000000004,0.7454066847855497,0.2545933152144503,-19.239321951189595,-21.60956546781108,4.1341644179067885,0.3187547585562242,0.095824987159574,0.0,0.0,5.592988414082079,0.0,0.001206,3.0,0,140,40,0,16,25,0,0,0,0,-78457.67069335126,0,18,2209,555,708,35,145,41,49,2,500,142,175,7,0,0,0,0,0,0,0,0,162,41,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,4,1,3.5497000000000023,58.77000000000001,341.2365836579912
decoys_minimizations/mini_3ama_model0_chainA_SKE_resi351__chainA_hits_1_decoy_SKE_32_9.pdb,-0.1780182072455816,763.1000000000022,0.718173321292576,0.2818266787074239,-21.279398217468383,-25.103234461982083,8.440977451751223,1.337815462810795,-0.6275265911433507,0.0,0.0,7.918178947312393,0.0,-0.0107089999999999,7.0,0,196,24,0,12,7,0,0,0,0,92261.11241229367,0,9,1867,454,555,16,1148,279,338,11,178,46,49,1,0,0,0,0,0,0,0,0,332,79,102,2,530,148,144,2,0,0,0,0,0,0,0,0,0.4,8,4,2.52339,97.16,363.7344368880581
decoys_minimizations/mini_3ama_model0_chainA_SKE_resi351__chainA_hits_1_decoy_SKE_35_263.pdb,-0.1310170698720358,788.5,0.6478794538802972,0.3521205461197028,-19.64136702892381,-23.599236898908885,4.62352336692345,5.290162346949501,-2.39370943863139,-0.8690583386876796,0.0,-0.3518916552857061,1.0,-0.01627,4.0,10,185,56,0,33,1,0,0,0,0,13222.920552712949,2,21,3281,856,978,17,584,154,170,0,505,131,145,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952380952380952,4,4,2.3890800000000003,114.25,440.16161534277774
decoys_minimizations/mini_3ama_model0_chainA_SKE_resi351__chainA_hits_1_decoy_SKE_48_177.pdb,-0.1669748398600028,727.2000000000007,0.6358594052239653,0.3641405947760347,-17.99980553681803,-23.166541723154975,6.404966382536031,6.936339797916389,-3.9609627833146983,0.0,-1.8562843700259395,23.76036155678897,1.0,-0.025403,5.0,0,156,96,0,24,17,0,0,0,0,-2550.497735795245,2,10,2820,753,840,10,717,187,211,2,491,124,138,3,146,43,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,5,2,1.6206999999999996,103.17000000000002,456.3923277736471
decoys_minimizations/mini_3ant_model0_chainB_S82_resi602__chainB_hits_1_decoy_S82_18_62.pdb,-0.1676391289089083,802.8000000000011,0.7697628976245084,0.2302371023754915,-27.29056764811878,-34.54590045099735,13.787996407476951,-1.2602952459146763,0.214076801316537,0.0,0.0,4.237309510994528,0.0,0.023259,10.0,212,0,172,0,0,5,0,0,0,0,-32037.19126096547,0,36,4182,903,958,73,1173,234,249,13,201,47,49,7,0,0,0,0,0,0,0,0,208,47,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0.3157894736842105,6,1,4.328500000000004,68.62,422.3715522116368
decoys_minimizations/mini_3ant_model0_chainB_S82_resi602__chainB_hits_1_decoy_S82_35_34.pdb,-0.1785805116484873,779.1000000000004,0.7445257305420109,0.2554742694579891,-29.53665426624923,-37.650766215658,8.895349484252847,3.7785892254146343,-0.9768912561028174,0.0,0.0,9.351563963310834,0.0,0.0083509999999999,9.0,174,0,194,1,0,9,0,0,0,0,-37860.00376425523,0,40,3844,808,885,54,640,145,162,12,712,147,149,8,0,0,0,0,0,0,0,0,438,99,95,10,0,0,0,0,0,0,0,0,0,0,0,0,0.1764705882352941,7,1,3.8302000000000014,64.86,363.8545578738561
decoys_minimizations/mini_3ant_model0_chainB_S82_resi602__chainB_hits_1_decoy_S82_47_62.pdb,-0.1556095793800813,781.8000000000011,0.7659599420566379,0.2340400579433621,-29.01583309574721,-33.1799131438986,9.95828205968462,4.662580056875868,-3.328782977489027,0.0,-2.3077916689579965,14.590675394506183,1.0,-0.000873,9.0,162,0,182,9,0,14,0,0,0,0,55648.7333470786,1,24,4182,902,947,78,408,95,101,10,910,192,201,13,0,0,0,0,0,0,0,0,214,47,54,6,0,0,0,0,0,0,0,0,0,0,0,0,0.3684210526315789,5,1,2.922200000000001,67.87,422.14515733243456
decoys_minimizations/mini_3apw_model0_chainA_DP0_resi190__chainA_hits_1_decoy_DP0_43_101.pdb,-0.1698076650441835,708.6899999999987,0.7275185341504157,0.2724814658495842,-24.575164580126568,-23.68935098561417,7.508262090626488,-3.6803260881621327,-0.7771065252663902,0.0,0.0,4.297504311782606,0.0,-0.0017599999999999,0.0,17,322,0,0,26,0,0,0,0,0,-63156.68505723437,1,20,2801,644,738,4,594,142,159,0,205,43,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,52,58,1,0,0,0,0,0.7857142857142857,3,2,1.62932,54.66,401.1963323008836
decoys_minimizations/mini_3apw_model0_chainA_DP0_resi190__chainA_hits_1_decoy_DP0_45_299.pdb,-0.2072666297212531,742.7700000000004,0.591118819743386,0.408881180256614,-19.56414574339891,-21.66646540572947,4.299992316943332,2.645938098147326,-1.4521609699194755,0.0,-1.2290150938859623,11.979474604759108,1.0,0.0005009999999999,6.0,78,170,0,8,3,0,0,0,1,0,7400.120603000763,1,9,2140,516,602,4,406,100,112,1,421,89,101,2,0,0,0,0,0,0,0,0,386,81,98,1,0,0,0,0,205,47,49,0,0,0,0,0,0.6363636363636364,3,2,1.45922,62.78,361.5668446323704
decoys_minimizations/mini_3apw_model0_chainA_DP0_resi190__chainA_hits_1_decoy_DP0_46_65.pdb,-0.2520867006006795,748.2299999999996,0.6095587376078414,0.3904412623921586,-17.969068727848537,-24.812592976202158,4.815224115466549,5.7647760379499005,-0.2527136416088638,0.0,0.0,10.586984820944442,0.0,-0.0171639999999999,9.0,20,232,0,0,20,0,0,0,0,1,67709.96434558343,1,16,3009,706,818,7,402,97,117,1,431,91,101,3,0,0,0,0,0,0,0,0,408,85,102,2,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,3,2,1.6183199999999995,62.78,404.1424119372456
decoys_minimizations/mini_3arn_model0_chainA_MSJ_resi165__chainA_chainC_hits_1_decoy_MSJ_10_179.pdb,-0.0949985266532043,662.3000000000011,0.6650618129576191,0.3349381870423809,-18.893208810051988,-27.894095035326245,11.671676398004308,7.08852158962145,-3.67858954211448,-2.2137822210898506,0.0,8.492944426271151,2.0,0.007674,7.0,79,137,94,14,36,9,0,0,0,0,-64032.17975658195,3,27,2730,756,740,0,573,161,159,0,460,118,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,5,2,1.2690200000000005,98.22,481.60028573103097
decoys_minimizations/mini_3arn_model0_chainA_MSJ_resi165__chainA_chainC_hits_1_decoy_MSJ_16_144.pdb,-0.0806935139681099,609.0,0.7007955632964601,0.2992044367035399,-20.473967939514523,-25.53744613738104,7.166932116453722,3.672020421489492,-1.515992849827512,0.0,0.0,8.61286885936812,0.0,0.0094739999999999,6.0,60,127,51,13,58,10,0,0,0,0,69758.18905210425,0,17,2359,628,623,0,618,167,174,0,172,61,47,0,161,39,41,0,0,0,0,0,96,31,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4117647058823529,6,2,1.9147199999999995,87.22,456.86735546451706
decoys_minimizations/mini_3arn_model0_chainA_MSJ_resi165__chainA_chainC_hits_1_decoy_MSJ_36_283.pdb,-0.0431891740819871,602.5,0.7530722475285135,0.2469277524714865,-17.9534714947539,-21.06516498285941,6.539348744077074,2.7455091962980305,-3.142477622185197,-1.143354199203927,0.0,2.226737298586243,1.0,0.01667,5.0,67,98,53,14,32,10,0,0,0,0,-79572.7848855393,1,10,2225,621,599,0,517,149,145,0,417,122,110,0,205,66,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4375,6,2,1.5311999999999997,89.15,425.4293978714082
decoys_minimizations/mini_3bgz_model0_chainA_VX3_resi314__chainA_hits_1_decoy_VX3_20_20.pdb,-0.1314575737742964,696.6000000000004,0.9240859390711572,0.0759140609288428,-29.0331414735806,-21.86450736552933,7.14722382757725,-3.823523039073052,-5.51605824137539,-2.269467516663596,0.0,4.454346434153364,1.0,-0.0082239999999998,0.0,0,257,21,0,16,0,0,0,0,0,-130786.04249822607,2,23,3273,831,904,0,0,0,0,0,741,183,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,4,2,4.313000000000004,66.76,399.5942421576469
decoys_minimizations/mini_3bgz_model0_chainA_VX3_resi314__chainA_hits_1_decoy_VX3_40_0.pdb,-0.1572681851235007,560.3999999999996,0.8957283059037446,0.1042716940962553,-17.582220657423022,-15.584203363998313,5.507259404239733,1.524215546389314,-5.237171486189311,0.0,0.0,2.5857375232713267,0.0,-0.0065969999999999,8.0,0,152,7,0,2,3,0,0,0,1,-16846.340043451084,1,13,1884,478,534,0,384,98,99,0,407,92,102,1,0,0,0,0,0,0,0,0,192,49,53,0,353,91,101,0,0,0,0,0,0,0,0,0,0.0909090909090909,4,2,4.200120000000002,62.220000000000006,274.25972387177137
decoys_minimizations/mini_3bgz_model0_chainA_VX3_resi314__chainA_hits_1_decoy_VX3_47_36.pdb,-0.1761550580342303,630.8999999999996,0.8432881075015665,0.1567118924984335,-26.205374072146128,-21.89219691900348,5.45101980101856,2.118215177962611,-7.486538793958516,0.0,-1.7981417328879417,1.4197960471175184,1.0,-0.007105,6.0,0,210,7,0,5,2,0,0,0,1,-135667.6655316084,1,10,2293,564,627,0,185,48,55,0,416,101,107,1,0,0,0,0,0,0,0,0,209,47,55,0,498,123,143,0,0,0,0,0,0,0,0,0,0.0833333333333333,3,2,5.018600000000001,49.33,286.9795815717422
decoys_minimizations/mini_3bl7_model0_chainA_DD1_resi901__chainA_hits_1_decoy_DD1_15_31.pdb,-0.1195016283284948,840.7999999999993,0.6299785721574276,0.3700214278425723,-20.20922518917871,-25.766968772268683,4.625555919340911,7.441212738093554,-2.0330950312125537,0.0,-1.7467506419981689,1.728192681980785,1.0,-0.0076089999999999,5.0,154,52,75,7,3,9,0,0,1,0,18994.03884230073,1,33,3464,926,792,0,1005,256,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4583333333333333,6,4,3.799220000000002,102.03,481.8830940934597
decoys_minimizations/mini_3bl7_model0_chainA_DD1_resi901__chainA_hits_1_decoy_DD1_18_90.pdb,-0.130454019035153,793.7000000000007,0.630697170650207,0.3693028293497929,-31.870316585504384,-31.71452695732341,6.740178390869232,3.3249119455424534,-3.2555410688107145,0.0,-3.4322196395506595,1.3264173701812074,2.0,-0.0183429999999999,4.0,188,105,95,8,10,2,0,0,1,0,-35846.962798912515,2,50,3636,1012,856,0,933,249,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5652173913043478,5,3,2.7617000000000003,80.35000000000001,470.91350896140233
decoys_minimizations/mini_3bl7_model0_chainA_DD1_resi901__chainA_hits_1_decoy_DD1_33_293.pdb,-0.194644122550244,884.2000000000007,0.6532476622827906,0.3467523377172094,-17.519393259326876,-23.797575609247133,4.858921865410025,1.268447408975362,2.7718467444992143,0.0,0.0,6.734964157189911,0.0,-0.0274059999999999,4.0,118,99,115,1,10,6,0,0,0,0,111709.04900300158,0,29,3502,942,827,0,464,129,106,0,157,38,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6818181818181818,1,3,0.3656000000000046,62.32,497.3874901137008
decoys_minimizations/mini_3bm9_model0_chainA_BXZ_resi1__chainA_altA_hits_1_decoy_BXZ_22_18.pdb,-0.1840982515244147,643.3000000000011,0.6885533870098249,0.311446612990175,-23.47371349444063,-27.752919011604945,9.028091726345536,3.8181074458498183,-2.024247255941418,0.0,-1.9088648978081932,-0.2117785164566351,1.0,-0.000182,7.0,130,143,52,4,7,10,0,0,0,0,-33272.26077619252,1,22,2755,714,878,25,408,102,123,4,456,107,138,4,479,136,173,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1428571428571428,4,2,3.2009000000000007,56.510000000000005,309.9887592693269
decoys_minimizations/mini_3bm9_model0_chainA_BXZ_resi1__chainA_altA_hits_1_decoy_BXZ_23_6.pdb,-0.1797499800009929,628.7999999999993,0.6930338775516613,0.3069661224483386,-23.98308224484288,-26.797548850286148,7.998268541380753,4.790187723047211,-3.472094779493034,0.0,-1.959442169572068,-0.6587586425664376,1.0,0.0028409999999999,6.0,136,133,45,7,7,1,0,0,0,0,-112858.60776560535,1,21,2689,692,858,25,398,99,127,4,449,108,134,4,403,112,145,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1428571428571428,4,2,3.2009000000000007,56.510000000000005,314.64571189803564
decoys_minimizations/mini_3bm9_model0_chainA_BXZ_resi1__chainA_altA_hits_1_decoy_BXZ_28_1.pdb,-0.1876592638799599,648.2000000000007,0.6157673835684527,0.3842326164315472,-22.667482967299406,-29.085092184650875,8.888633906463156,6.445087108871462,-3.909176699957925,-1.417697137023204,0.0,2.089973899881287,1.0,0.01838,2.0,95,87,42,19,8,27,0,0,1,0,-115685.44851160688,1,16,2323,596,734,21,615,179,207,5,0,0,0,0,238,52,63,2,0,0,0,0,175,51,63,2,0,0,0,0,234,56,71,3,0,0,0,0,0.0,4,2,3.684000000000001,67.59,279.44501884206943
decoys_minimizations/mini_3bmy_model0_chainA_CXZ_resi1__chainA_hits_1_decoy_CXZ_19_35.pdb,-0.0943389381056367,720.8000000000011,0.6817814517438816,0.3182185482561183,-14.278423853472532,-23.143196534697157,3.767431900864068,10.795275249151018,-3.229271730870039,0.0,0.0,4.348309995436116,0.0,-0.0068639999999999,6.0,121,82,6,24,9,0,0,0,1,0,-49.69809737262767,1,14,3075,806,963,26,621,167,203,4,508,136,161,5,0,0,0,0,0,0,0,0,191,52,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,3,4.0030800000000015,111.09,436.285700309837
decoys_minimizations/mini_3bmy_model0_chainA_CXZ_resi1__chainA_hits_1_decoy_CXZ_50_240.pdb,-0.1135083909757825,755.5,0.7245089428029139,0.2754910571970861,-23.866091344555,-25.20528843523448,4.703391453265482,1.9014044761254356,-1.4349848002773342,0.0,0.0,3.2531451988502824,0.0,-0.005421,2.0,133,105,34,17,11,1,0,0,0,0,35583.84859304122,0,22,2890,756,918,28,270,78,90,2,792,202,247,7,0,0,0,0,0,0,0,0,176,46,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666666,6,3,3.4732000000000016,92.96,407.7282637031261
decoys_minimizations/mini_3bmy_model0_chainA_CXZ_resi1__chainA_hits_1_decoy_CXZ_87_49.pdb,-0.1698674473663775,810.8999999999996,0.6693045978497394,0.3306954021502606,-21.21960241849945,-28.098938251703203,11.299010141124596,1.7750858393345652,0.1758797977615813,0.0,0.0,1.4915356583803472,0.0,0.00217,11.0,203,130,24,45,4,7,0,0,0,0,60543.17813611961,1,20,3352,823,1010,30,487,127,150,3,522,131,157,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9473684210526316,3,4,0.5566000000000033,75.03,492.58682649463896
decoys_minimizations/mini_3bx5_model0_chainA_304_resi501__chainA_hits_1_decoy_304_14_48.pdb,-0.2177345894883,901.3999999999978,0.6774496824934998,0.3225503175065002,-26.348124080915117,-30.558283403679525,12.9066689583085,0.0915723922280449,-1.2349803791511818,0.0,0.0,11.274389403281525,0.0,0.000754,2.0,23,241,139,0,24,34,0,0,1,0,1329.4128966135545,0,28,3049,737,832,25,456,124,138,6,442,122,133,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,4,3,3.483460000000001,79.46,487.2386207065064
decoys_minimizations/mini_3bx5_model0_chainA_304_resi501__chainA_hits_1_decoy_304_20_29.pdb,-0.1890430803474267,886.5999999999985,0.7685389055181225,0.2314610944818774,-28.66478057963116,-31.310835356432108,9.916590263767034,4.99189185126329,-4.878180055707162,-1.1566091019919895,-1.517345352341021,2.935566886449244,2.0,0.0062529999999999,3.0,61,213,93,0,23,20,0,0,0,0,-12923.417618942753,3,28,3184,808,918,32,559,138,149,4,527,135,150,6,203,41,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2631578947368421,3,3,3.9838200000000015,79.46,457.4116062732009
decoys_minimizations/mini_3bx5_model0_chainA_304_resi501__chainA_hits_1_decoy_304_21_117.pdb,-0.2228650495560356,801.4000000000015,0.7608670237011458,0.2391329762988542,-24.609764216156577,-31.11705178853731,8.40770864263834,4.468126293566911,-2.548469852803805,0.0,0.0,2.3219096423730576,1.0,0.009688,11.0,20,208,75,0,32,7,0,0,1,0,186066.98760987667,1,39,2725,688,757,24,535,141,154,6,557,135,157,6,0,0,0,0,0,0,0,0,171,49,53,2,207,50,50,2,0,0,0,0,0,0,0,0,0.0666666666666666,6,3,3.9595000000000016,87.39,350.28974698149403
decoys_minimizations/mini_3cj2_model0_chainA_SX3_resi571__chainA_altA_hits_1_decoy_SX3_11_6.pdb,-0.0303682583595592,450.8999999999978,0.7036574683172679,0.296342531682732,-12.027815181237884,-12.196751114179278,2.348869212727891,-0.7138557762800701,-0.3593085984148274,0.0,0.0,4.037950678861414,0.0,-0.0027289999999999,4.0,120,0,4,14,0,0,0,0,1,0,-47034.292094033066,0,6,1166,355,262,9,396,123,86,3,0,0,0,0,0,0,0,0,0,0,0,0,128,38,26,1,0,0,0,0,0,0,0,0,133,42,35,1,0.2222222222222222,4,1,2.7407000000000004,43.84,247.1310480167801
decoys_minimizations/mini_3cj2_model0_chainA_SX3_resi571__chainA_altA_hits_1_decoy_SX3_1_0.pdb,-0.0935936506128174,500.2000000000007,0.6729143800177984,0.3270856199822016,-18.45044302006204,-20.14798101574297,4.410144177690313,1.91037986386209,-1.2038785365764395,0.0,-0.9910751125543698,6.482162588156584,1.0,-0.0002419999999999,5.0,123,0,62,0,0,8,0,0,1,0,-39659.657109356354,2,14,1592,476,417,14,141,44,31,1,291,89,69,2,0,0,0,0,0,0,0,0,267,80,62,2,0,0,0,0,208,56,51,2,0,0,0,0,0.0,4,2,2.643500000000001,49.33,247.2269474201136
