Name,ShapeQuery,TanimotoCombo,ShapeTanimoto,ColorTanimoto
C18_7_20,mini_2v61_model0_chainA_C18_resi1503__chainA_1,0.979,0.768,0.21
H24_24_253,mini_2va6_model0_chainA_H24_resi1504__chainA_1,1.067,0.72,0.347
H24_60_44,mini_2va6_model0_chainA_H24_resi1504__chainA_1,1.062,0.752,0.31
H24_81_256,mini_2va6_model0_chainA_H24_resi1504__chainA_1,1.055,0.788,0.267
V25_45_15,mini_2vag_model0_chainA_V25_resi1482__chainA_altA_1,0.881,0.643,0.238
V25_4_73,mini_2vag_model0_chainA_V25_resi1482__chainA_altA_1,0.865,0.641,0.224
V25_16_11,mini_2vag_model0_chainA_V25_resi1482__chainA_altA_1,0.861,0.57,0.29
AD5_21_136,mini_2vgo_model0_chainB_AD5_resi1359__chainB_altB_1,0.98,0.717,0.263
AD5_32_120,mini_2vgo_model0_chainB_AD5_resi1359__chainB_altB_1,0.971,0.703,0.269
AD5_6_222,mini_2vgo_model0_chainB_AD5_resi1359__chainB_altB_1,0.953,0.673,0.281
AD6_39_6,mini_2vgp_model0_chainB_AD6_resi1356__chainB_altB_1,1.07,0.703,0.367
AD6_3_1,mini_2vgp_model0_chainB_AD6_resi1356__chainB_altB_1,1.028,0.757,0.271
AD6_13_11,mini_2vgp_model0_chainB_AD6_resi1356__chainB_altB_1,1.026,0.741,0.285
HA3_87_131,mini_2vqm_model0_chainA_HA3_resi1410__chainA_1,1.071,0.749,0.322
HA3_9_192,mini_2vqm_model0_chainA_HA3_resi1410__chainA_1,1.017,0.807,0.21
HA3_50_271,mini_2vqm_model0_chainA_HA3_resi1410__chainA_1,1.007,0.75,0.257
LZ3_41_81,mini_2vti_model0_chainA_LZ3_resi1299__chainA_1,1.169,0.826,0.343
LZ3_33_3,mini_2vti_model0_chainA_LZ3_resi1299__chainA_1,1.161,0.773,0.388
LZ3_14_121,mini_2vti_model0_chainA_LZ3_resi1299__chainA_1,1.091,0.629,0.462
LZ8_43_62,mini_2vto_model0_chainA_LZ8_resi1299__chainA_altB_1,1.055,0.746,0.31
LZ8_13_235,mini_2vto_model0_chainA_LZ8_resi1299__chainA_altB_1,0.975,0.699,0.276
LZ8_35_167,mini_2vto_model0_chainA_LZ8_resi1299__chainA_altB_1,0.969,0.66,0.309
LZ9_24_238,mini_2vtp_model0_chainA_LZ9_resi1299__chainA_altB_1,1.155,0.773,0.382
LZ9_15_127,mini_2vtp_model0_chainA_LZ9_resi1299__chainA_altB_1,1.062,0.793,0.269
LZ9_27_59,mini_2vtp_model0_chainA_LZ9_resi1299__chainA_altB_1,1.033,0.746,0.287
LZC_7_46,mini_2vts_model0_chainA_LZC_resi1299__chainA_1,1.087,0.78,0.307
LZC_31_0,mini_2vts_model0_chainA_LZC_resi1299__chainA_1,1.033,0.774,0.259
LZC_40_0,mini_2vts_model0_chainA_LZC_resi1299__chainA_1,1.025,0.706,0.319
LZE_15_258,mini_2vu3_model0_chainA_LZE_resi1299__chainA_altA_1,1.109,0.734,0.374
LZE_23_65,mini_2vu3_model0_chainA_LZE_resi1299__chainA_altA_1,1.003,0.765,0.238
LZE_39_187,mini_2vu3_model0_chainA_LZE_resi1299__chainA_altA_1,0.984,0.753,0.231
FEF_5_85,mini_2vz6_model0_chainB_FEF_resi600__chainB_altA_1,0.899,0.631,0.267
FEF_4_137,mini_2vz6_model0_chainB_FEF_resi600__chainB_altA_1,0.879,0.72,0.159
FEF_11_16,mini_2vz6_model0_chainB_FEF_resi600__chainB_altA_1,0.861,0.603,0.258
FRV_97_250,mini_2w06_model0_chainA_FRV_resi1300__chainA_1,1.074,0.733,0.341
FRV_44_117,mini_2w06_model0_chainA_FRV_resi1300__chainA_1,0.947,0.591,0.356
FRV_93_282,mini_2w06_model0_chainA_FRV_resi1300__chainA_1,0.921,0.698,0.222
L0F_17_240,mini_2w1h_model0_chainA_L0F_resi1299__chainA_1,1.027,0.751,0.277
L0F_36_0,mini_2w1h_model0_chainA_L0F_resi1299__chainA_1,0.988,0.637,0.351
L0F_37_2,mini_2w1h_model0_chainA_L0F_resi1299__chainA_1,0.964,0.694,0.27
VG9_54_143,mini_2w3w_model0_chainA_VG9_resi1168__chainA_altA_1,1.072,0.668,0.404
VG9_73_193,mini_2w3w_model0_chainA_VG9_resi1168__chainA_altA_1,0.965,0.614,0.351
VG9_48_139,mini_2w3w_model0_chainA_VG9_resi1168__chainA_altA_1,0.951,0.72,0.231
OA2_34_206,mini_2w6n_model0_chainB_OA2_resi1446__chainB_1,0.99,0.604,0.386
OA2_45_57,mini_2w6n_model0_chainB_OA2_resi1446__chainB_1,0.952,0.633,0.319
OA2_30_1,mini_2w6n_model0_chainB_OA2_resi1446__chainB_1,0.926,0.699,0.227
L23_84_68,mini_2w71_model0_chainC_L23_resi1448__chainC_altA_1,1.119,0.84,0.279
L23_71_10,mini_2w71_model0_chainC_L23_resi1448__chainC_altA_1,1.105,0.775,0.331
L23_12_275,mini_2w71_model0_chainC_L23_resi1448__chainC_altA_1,1.097,0.834,0.263
AMF_4_267,mini_2wc4_model0_chainB_AMF_resi1446__chainB_altA_1,0.857,0.726,0.131
AMF_1_109,mini_2wc4_model0_chainB_AMF_resi1446__chainB_altA_1,0.853,0.663,0.19
AMF_6_61,mini_2wc4_model0_chainB_AMF_resi1446__chainB_altA_1,0.836,0.654,0.182
CK7_19_288,mini_2wev_model0_chainC_CK7_altA_resi1298__chainC_altB_1,1.256,0.862,0.394
CK7_32_241,mini_2wev_model0_chainC_CK7_altA_resi1298__chainC_altB_1,1.135,0.71,0.425
CK7_34_10,mini_2wev_model0_chainC_CK7_altA_resi1298__chainC_altB_1,1.062,0.827,0.235
ZZ4_11_18,mini_2wi4_model0_chainA_ZZ4_resi1224__chainA_1,1.146,0.72,0.426
ZZ4_21_8,mini_2wi4_model0_chainA_ZZ4_resi1224__chainA_1,1.038,0.797,0.242
ZZ4_42_118,mini_2wi4_model0_chainA_ZZ4_resi1224__chainA_1,1.009,0.596,0.413
ZZ5_3_3,mini_2wi5_model0_chainA_ZZ5_resi1225__chainA_1,1.03,0.793,0.237
ZZ5_22_31,mini_2wi5_model0_chainA_ZZ5_resi1225__chainA_1,0.927,0.693,0.234
ZZ5_48_97,mini_2wi5_model0_chainA_ZZ5_resi1225__chainA_1,0.912,0.745,0.167
ZZ6_22_1,mini_2wi6_model0_chainA_ZZ6_resi1224__chainA_1,1.205,0.741,0.464
ZZ6_12_17,mini_2wi6_model0_chainA_ZZ6_resi1224__chainA_1,1.007,0.749,0.258
ZZ6_46_0,mini_2wi6_model0_chainA_ZZ6_resi1224__chainA_1,0.981,0.648,0.334
ZY6_4_0,mini_2wmx_model0_chainA_ZY6_resi1270__chainA_1,0.978,0.777,0.201
ZY6_11_8,mini_2wmx_model0_chainA_ZY6_resi1270__chainA_1,0.962,0.688,0.274
ZY6_50_9,mini_2wmx_model0_chainA_ZY6_resi1270__chainA_1,0.951,0.621,0.33
ZZF_122_38,mini_2wou_model0_chainA_ZZF_resi1500__chainA_1,1.123,0.763,0.36
ZZF_46_5,mini_2wou_model0_chainA_ZZF_resi1500__chainA_1,1.015,0.786,0.229
ZZF_79_81,mini_2wou_model0_chainA_ZZF_resi1500__chainA_1,0.986,0.711,0.275
VGK_28_34,mini_2wqo_model0_chainA_VGK_resi1280__chainA_1,1.036,0.79,0.247
VGK_18_277,mini_2wqo_model0_chainA_VGK_resi1280__chainA_1,0.989,0.761,0.228
VGK_19_206,mini_2wqo_model0_chainA_VGK_resi1280__chainA_1,0.941,0.679,0.262
KEM_7_18,mini_2wuf_model0_chainB_KEM_resi1289__chainB_altA_1,1.026,0.717,0.309
KEM_38_169,mini_2wuf_model0_chainB_KEM_resi1289__chainB_altA_1,1.005,0.719,0.286
KEM_32_246,mini_2wuf_model0_chainB_KEM_resi1289__chainB_altA_1,0.97,0.764,0.205
ZO0_37_0,mini_2wz6_model0_chainF_ZO0_resi206__chainF_altB_1,1.187,0.725,0.462
ZO0_45_3,mini_2wz6_model0_chainF_ZO0_resi206__chainF_altB_1,1.184,0.813,0.371
ZO0_66_0,mini_2wz6_model0_chainF_ZO0_resi206__chainF_altB_1,1.144,0.578,0.565
IC8_7_17,mini_2x38_model0_chainA_IC8_resi2028__chainA_altA_1,1.126,0.702,0.424
IC8_39_67,mini_2x38_model0_chainA_IC8_resi2028__chainA_altA_1,0.946,0.659,0.287
IC8_50_6,mini_2x38_model0_chainA_IC8_resi2028__chainA_altA_1,0.932,0.73,0.202
EGB_46_3,mini_2x7d_model0_chainB_EGB_resi1369__chainB_altB_1,1.103,0.82,0.283
EGB_2_0,mini_2x7d_model0_chainB_EGB_resi1369__chainB_altB_1,1.075,0.818,0.258
EGB_23_8,mini_2x7d_model0_chainB_EGB_resi1369__chainB_altB_1,1.059,0.784,0.275
AZ5_18_157,mini_2xa4_model0_chainB_AZ5_resi2132__chainB_altA_1,0.999,0.709,0.29
AZ5_5_213,mini_2xa4_model0_chainB_AZ5_resi2132__chainB_altA_1,0.959,0.666,0.293
AZ5_10_48,mini_2xa4_model0_chainB_AZ5_resi2132__chainB_altA_1,0.948,0.697,0.251
XJ1_42_90,mini_2xj1_model0_chainA_XJ1_resi1307__chainA_altA_1,0.874,0.653,0.221
XJ1_11_151,mini_2xj1_model0_chainA_XJ1_resi1307__chainA_altA_1,0.871,0.694,0.177
XJ1_31_275,mini_2xj1_model0_chainA_XJ1_resi1307__chainA_altA_1,0.867,0.688,0.178
985_29_289,mini_2xj2_model0_chainA_985_resi1001__chainA_altB_1,1.09,0.773,0.316
985_60_118,mini_2xj2_model0_chainA_985_resi1001__chainA_altB_1,0.97,0.751,0.219
985_8_64,mini_2xj2_model0_chainA_985_resi1001__chainA_altB_1,0.935,0.71,0.226
XJG_44_6,mini_2xjg_model0_chainA_XJG_resi1224__chainA_1,1.206,0.816,0.391
XJG_43_6,mini_2xjg_model0_chainA_XJG_resi1224__chainA_1,1.175,0.738,0.436
XJG_40_18,mini_2xjg_model0_chainA_XJG_resi1224__chainA_1,1.085,0.747,0.338
XK3_29_229,mini_2xk3_model0_chainA_XK3_resi1280__chainA_altB_1,0.996,0.699,0.297
XK3_19_17,mini_2xk3_model0_chainA_XK3_resi1280__chainA_altB_1,0.978,0.697,0.281
XK3_3_189,mini_2xk3_model0_chainA_XK3_resi1280__chainA_altB_1,0.971,0.657,0.314
EQH_48_30,mini_2xk6_model0_chainA_EQH_resi1280__chainA_1,1.007,0.736,0.271
EQH_22_85,mini_2xk6_model0_chainA_EQH_resi1280__chainA_1,0.993,0.723,0.27
EQH_2_111,mini_2xk6_model0_chainA_EQH_resi1280__chainA_1,0.936,0.673,0.263
XK9_50_30,mini_2xk9_model0_chainA_XK9_resi1511__chainA_1,0.991,0.756,0.234
XK9_44_104,mini_2xk9_model0_chainA_XK9_resi1511__chainA_1,0.943,0.709,0.234
XK9_19_293,mini_2xk9_model0_chainA_XK9_resi1511__chainA_1,0.902,0.675,0.227
4VQ_27_166,mini_2xkc_model0_chainA_4VQ_resi1280__chainA_altB_1,0.915,0.718,0.197
4VQ_34_155,mini_2xkc_model0_chainA_4VQ_resi1280__chainA_altB_1,0.912,0.679,0.234
4VQ_9_76,mini_2xkc_model0_chainA_4VQ_resi1280__chainA_altB_1,0.909,0.671,0.237
T3M_12_13,mini_2xkd_model0_chainA_T3M_resi1280__chainA_altA_1,0.966,0.703,0.263
T3M_18_279,mini_2xkd_model0_chainA_T3M_resi1280__chainA_altA_1,0.934,0.688,0.247
T3M_49_16,mini_2xkd_model0_chainA_T3M_resi1280__chainA_altA_1,0.922,0.661,0.261
BX1_6_40,mini_2xkf_model0_chainA_BX1_resi1280__chainA_altA_1,0.953,0.662,0.291
BX1_14_188,mini_2xkf_model0_chainA_BX1_resi1280__chainA_altA_1,0.949,0.717,0.232
BX1_33_5,mini_2xkf_model0_chainA_BX1_resi1280__chainA_altA_1,0.903,0.702,0.201
LWH_5_23,mini_2xm9_model0_chainA_LWH_resi1513__chainA_altB_1,0.912,0.767,0.145
LWH_7_26,mini_2xm9_model0_chainA_LWH_resi1513__chainA_altB_1,0.912,0.687,0.225
LWH_1_0,mini_2xm9_model0_chainA_LWH_resi1513__chainA_altB_1,0.905,0.694,0.211
FUN_25_285,mini_2xn5_model0_chainA_FUN_resi1356__chainB_altB_chainA_altA_1,1.034,0.745,0.289
FUN_16_168,mini_2xn5_model0_chainA_FUN_resi1356__chainB_altB_chainA_altA_1,0.981,0.78,0.201
FUN_43_53,mini_2xn5_model0_chainA_FUN_resi1356__chainB_altB_chainA_altA_1,0.968,0.652,0.316
4GE_23_87,mini_2xpb_model0_chainA_4GE_resi1165__chainA_1,1.013,0.66,0.353
4GE_32_145,mini_2xpb_model0_chainA_4GE_resi1165__chainA_1,1.008,0.745,0.263
4GE_28_173,mini_2xpb_model0_chainA_4GE_resi1165__chainA_1,1.0,0.647,0.353
13C_13_10,mini_2xx2_model0_chainD_13C_resi1215__chainD_1,1.082,0.644,0.438
13C_35_2,mini_2xx2_model0_chainD_13C_resi1215__chainD_1,1.025,0.625,0.4
13C_16_5,mini_2xx2_model0_chainD_13C_resi1215__chainD_1,1.011,0.617,0.394
JAC_15_29,mini_2xxi_model0_chainA_JAC_altA_resi1302__chainC_altC_chainA_altA_1,1.163,0.702,0.461
JAC_20_5,mini_2xxi_model0_chainA_JAC_altA_resi1302__chainC_altC_chainA_altA_1,1.145,0.783,0.362
JAC_6_34,mini_2xxi_model0_chainA_JAC_altA_resi1302__chainC_altC_chainA_altA_1,1.117,0.735,0.382
Y00_48_241,mini_2y00_model0_chainB_Y00_resi601__chainB_1,0.974,0.761,0.214
Y00_49_137,mini_2y00_model0_chainB_Y00_resi601__chainB_1,0.918,0.732,0.186
Y00_5_62,mini_2y00_model0_chainB_Y00_resi601__chainB_1,0.917,0.796,0.121
YI1_20_68,mini_2y2f_model0_chainA_YI1_resi1469__chainA_altB_1,1.055,0.743,0.312
YI1_1_21,mini_2y2f_model0_chainA_YI1_resi1469__chainA_altB_1,1.027,0.754,0.273
YI1_19_8,mini_2y2f_model0_chainA_YI1_resi1469__chainA_altB_1,0.987,0.724,0.264
B49_27_169,mini_2y7j_model0_chainB_B49_resi1294__chainB_altB_1,0.927,0.66,0.268
B49_28_253,mini_2y7j_model0_chainB_B49_resi1294__chainB_altB_1,0.922,0.68,0.242
B49_49_264,mini_2y7j_model0_chainB_B49_resi1294__chainB_altB_1,0.919,0.712,0.207
YDJ_28_252,mini_2ydj_model0_chainB_YDJ_resi1270__chainB_1,0.99,0.67,0.32
YDJ_17_0,mini_2ydj_model0_chainB_YDJ_resi1270__chainB_1,0.975,0.679,0.296
YDJ_29_261,mini_2ydj_model0_chainB_YDJ_resi1270__chainB_1,0.967,0.789,0.178
2D4_6_101,mini_2ye9_model0_chainA_2D4_resi1224__chainA_altA_1,0.902,0.64,0.261
2D4_12_24,mini_2ye9_model0_chainA_2D4_resi1224__chainA_altA_1,0.894,0.614,0.279
2D4_20_18,mini_2ye9_model0_chainA_2D4_resi1224__chainA_altA_1,0.889,0.61,0.28
YIQ_12_142,mini_2yiq_model0_chainA_YIQ_resi600__chainA_altA_1,0.94,0.744,0.197
YIQ_13_283,mini_2yiq_model0_chainA_YIQ_resi600__chainA_altA_1,0.931,0.711,0.22
YIQ_14_202,mini_2yiq_model0_chainA_YIQ_resi600__chainA_altA_1,0.893,0.735,0.158
YIT_12_209,mini_2yit_model0_chainA_YIT_resi600__chainA_altB_1,0.864,0.757,0.106
YIT_34_40,mini_2yit_model0_chainA_YIT_resi600__chainA_altB_1,0.854,0.615,0.239
YIT_38_61,mini_2yit_model0_chainA_YIT_resi600__chainA_altB_1,0.849,0.644,0.205
YJX_97_76,mini_2yjx_model0_chainA_YJX_resi1224__chainA_1,1.116,0.817,0.299
YJX_61_9,mini_2yjx_model0_chainA_YJX_resi1224__chainA_1,1.101,0.8,0.3
YJX_100_0,mini_2yjx_model0_chainA_YJX_resi1224__chainA_1,1.081,0.827,0.254
YKB_21_194,mini_2ykb_model0_chainA_YKB_resi1224__chainA_1,0.945,0.729,0.216
YKB_22_131,mini_2ykb_model0_chainA_YKB_resi1224__chainA_1,0.935,0.719,0.216
YKB_24_50,mini_2ykb_model0_chainA_YKB_resi1224__chainA_1,0.935,0.731,0.204
YLQ_38_161,mini_2ylq_model0_chainA_YLQ_resi1922__chainA_1,0.995,0.605,0.39
YLQ_1_238,mini_2ylq_model0_chainA_YLQ_resi1922__chainA_1,0.979,0.812,0.167
YLQ_22_283,mini_2ylq_model0_chainA_YLQ_resi1922__chainA_1,0.909,0.659,0.25
YM8_27_0,mini_2ym8_model0_chainA_YM8_resi1271__chainA_1,1.058,0.726,0.332
YM8_3_14,mini_2ym8_model0_chainA_YM8_resi1271__chainA_1,0.921,0.68,0.241
YM8_49_151,mini_2ym8_model0_chainA_YM8_resi1271__chainA_1,0.896,0.595,0.301
CWB_46_11,mini_2yme_model0_chainF_CWB_resi1207__chainF_chainG_1,1.147,0.763,0.384
CWB_20_38,mini_2yme_model0_chainF_CWB_resi1207__chainF_chainG_1,1.129,0.721,0.408
CWB_45_11,mini_2yme_model0_chainF_CWB_resi1207__chainF_chainG_1,1.107,0.824,0.283
770_8_0,mini_2z2w_model0_chainA_770_resi901__chainA_1,0.996,0.663,0.334
770_19_4,mini_2z2w_model0_chainA_770_resi901__chainA_1,0.989,0.756,0.233
770_21_1,mini_2z2w_model0_chainA_770_resi901__chainA_1,0.948,0.713,0.235
HE7_9_144,mini_2z77_model0_chainB_HE7_resi200__chainB_chainC_altB_1,0.913,0.702,0.211
HE7_1_24,mini_2z77_model0_chainB_HE7_resi200__chainB_chainC_altB_1,0.908,0.6,0.308
HE7_44_175,mini_2z77_model0_chainB_HE7_resi200__chainB_chainC_altB_1,0.907,0.67,0.237
S91_34_175,mini_2z7l_model0_chainA_S91_resi1001__chainA_1,1.022,0.735,0.287
S91_35_36,mini_2z7l_model0_chainA_S91_resi1001__chainA_1,0.977,0.713,0.264
S91_19_104,mini_2z7l_model0_chainA_S91_resi1001__chainA_1,0.864,0.697,0.166
22U_14_147,mini_2zc9_model0_chainH_22U_resi1501__chainH_altB_1,0.945,0.556,0.389
22U_82_61,mini_2zc9_model0_chainH_22U_resi1501__chainH_altB_1,0.914,0.626,0.288
22U_96_218,mini_2zc9_model0_chainH_22U_resi1501__chainH_altB_1,0.9,0.639,0.261
T27_37_166,mini_2zd1_model0_chainA_T27_resi557__chainA_1,0.971,0.692,0.28
T27_33_276,mini_2zd1_model0_chainA_T27_resi557__chainA_1,0.945,0.611,0.334
T27_20_95,mini_2zd1_model0_chainA_T27_resi557__chainA_1,0.933,0.589,0.345
50U_9_83,mini_2zdk_model0_chainA_50U_resi501__chainA_altA_1,0.862,0.698,0.164
50U_48_120,mini_2zdk_model0_chainA_50U_resi501__chainA_altA_1,0.858,0.653,0.205
50U_26_50,mini_2zdk_model0_chainA_50U_resi501__chainA_altA_1,0.854,0.651,0.203
46U_33_7,mini_2zdm_model0_chainA_46U_resi501__chainA_altA_1,0.874,0.726,0.148
46U_48_122,mini_2zdm_model0_chainA_46U_resi501__chainA_altA_1,0.861,0.661,0.201
46U_24_208,mini_2zdm_model0_chainA_46U_resi501__chainA_altA_1,0.853,0.663,0.19
49U_37_169,mini_2zdn_model0_chainA_49U_resi501__chainA_altB_1,0.952,0.737,0.215
49U_16_185,mini_2zdn_model0_chainA_49U_resi501__chainA_altB_1,0.95,0.716,0.234
49U_18_142,mini_2zdn_model0_chainA_49U_resi501__chainA_altB_1,0.93,0.689,0.241
37U_61_150,mini_2zdv_model0_chainH_37U_resi501__chainH_altA_1,0.951,0.637,0.314
37U_67_154,mini_2zdv_model0_chainH_37U_resi501__chainH_altA_1,0.95,0.687,0.263
37U_60_270,mini_2zdv_model0_chainH_37U_resi501__chainH_altA_1,0.906,0.679,0.227
11N_34_196,mini_2zec_model0_chainD_11N_resi3__chainD_1,1.011,0.796,0.215
11N_26_107,mini_2zec_model0_chainD_11N_resi3__chainD_1,0.953,0.619,0.334
11N_20_1,mini_2zec_model0_chainD_11N_resi3__chainD_1,0.873,0.656,0.218
51U_1_249,mini_2zf0_model0_chainH_51U_resi501__chainH_1,0.942,0.7,0.241
51U_5_259,mini_2zf0_model0_chainH_51U_resi501__chainH_1,0.933,0.59,0.343
51U_26_188,mini_2zf0_model0_chainH_51U_resi501__chainH_1,0.922,0.64,0.282
53U_18_73,mini_2zff_model0_chainH_53U_resi2001__chainH_altB_1,0.939,0.664,0.275
53U_62_11,mini_2zff_model0_chainH_53U_resi2001__chainH_altB_1,0.925,0.546,0.378
53U_12_133,mini_2zff_model0_chainH_53U_resi2001__chainH_altB_1,0.914,0.588,0.326
19U_29_131,mini_2zfp_model0_chainH_19U_resi801__chainH_altA_1,1.128,0.748,0.38
19U_22_151,mini_2zfp_model0_chainH_19U_resi801__chainH_altA_1,1.005,0.711,0.293
19U_21_160,mini_2zfp_model0_chainH_19U_resi801__chainH_altA_1,0.986,0.608,0.378
21U_23_267,mini_2zgb_model0_chainH_21U_resi1801__chainH_1,1.028,0.67,0.358
21U_59_210,mini_2zgb_model0_chainH_21U_resi1801__chainH_1,0.991,0.64,0.351
21U_58_133,mini_2zgb_model0_chainH_21U_resi1801__chainH_1,0.97,0.62,0.349
27U_30_21,mini_2zhq_model0_chainH_27U_resi501__chainH_1,0.915,0.557,0.358
27U_32_36,mini_2zhq_model0_chainH_27U_resi501__chainH_1,0.896,0.63,0.266
27U_26_62,mini_2zhq_model0_chainH_27U_resi501__chainH_1,0.885,0.521,0.364
26U_17_167,mini_2ziq_model0_chainH_26U_resi701__chainH_altB_1,0.929,0.726,0.202
26U_2_215,mini_2ziq_model0_chainH_26U_resi701__chainH_altB_1,0.926,0.631,0.296
26U_27_178,mini_2ziq_model0_chainH_26U_resi701__chainH_altB_1,0.87,0.553,0.317
F1I_22_168,mini_2zji_model0_chainA_F1I_resi449__chainA_1,1.013,0.654,0.358
F1I_44_288,mini_2zji_model0_chainA_F1I_resi449__chainA_1,0.969,0.625,0.344
F1I_47_89,mini_2zji_model0_chainA_F1I_resi449__chainA_1,0.95,0.725,0.225
NRO_13_64,mini_2zk5_model0_chainA_NRO_resi1__chainA_1,1.054,0.692,0.362
NRO_36_39,mini_2zk5_model0_chainA_NRO_resi1__chainA_1,1.033,0.609,0.423
NRO_29_154,mini_2zk5_model0_chainA_NRO_resi1__chainA_1,0.982,0.585,0.397
11U_9_158,mini_2zq1_model0_chainA_11U_resi501__chainA_altB_1,0.889,0.674,0.214
11U_8_134,mini_2zq1_model0_chainA_11U_resi501__chainA_altB_1,0.844,0.656,0.188
11U_6_277,mini_2zq1_model0_chainA_11U_resi501__chainA_altB_1,0.825,0.66,0.166
GA4_41_0,mini_2zsi_model0_chainA_GA4_resi345__chainA_1,1.071,0.682,0.389
GA4_1_11,mini_2zsi_model0_chainA_GA4_resi345__chainA_1,0.984,0.728,0.256
GA4_16_4,mini_2zsi_model0_chainA_GA4_resi345__chainA_1,0.96,0.686,0.274
609_17_1,mini_2zv2_model0_chainA_609_resi501__chainA_1,1.125,0.786,0.339
609_1_1,mini_2zv2_model0_chainA_609_resi501__chainA_1,1.106,0.803,0.303
609_20_0,mini_2zv2_model0_chainA_609_resi501__chainA_1,1.105,0.839,0.267
NOX_9_188,mini_35c8_model0_chainL_NOX_resi212__chainH_chainL_1,0.96,0.694,0.265
NOX_24_192,mini_35c8_model0_chainL_NOX_resi212__chainH_chainL_1,0.931,0.69,0.241
NOX_23_120,mini_35c8_model0_chainL_NOX_resi212__chainH_chainL_1,0.906,0.633,0.273
CHD_7_9,mini_3abm_model0_chainB_CHD_resi1086__chainT_chainA_1,0.802,0.572,0.23
CHD_5_25,mini_3abm_model0_chainB_CHD_resi1086__chainT_chainA_1,0.795,0.62,0.175
CHD_23_102,mini_3abm_model0_chainB_CHD_resi1086__chainT_chainA_1,0.794,0.667,0.127
KSS_3_4,mini_3acj_model0_chainA_KSS_resi513__chainA_1,1.029,0.736,0.294
KSS_9_97,mini_3acj_model0_chainA_KSS_resi513__chainA_1,1.018,0.741,0.278
KSS_20_25,mini_3acj_model0_chainA_KSS_resi513__chainA_1,1.014,0.714,0.3
SKE_32_9,mini_3ama_model0_chainA_SKE_resi351__chainA_1,1.013,0.751,0.262
SKE_48_177,mini_3ama_model0_chainA_SKE_resi351__chainA_1,0.925,0.743,0.182
SKE_35_263,mini_3ama_model0_chainA_SKE_resi351__chainA_1,0.913,0.734,0.179
S82_35_34,mini_3ant_model0_chainB_S82_resi602__chainB_1,1.027,0.746,0.281
S82_47_62,mini_3ant_model0_chainB_S82_resi602__chainB_1,1.004,0.773,0.231
S82_18_62,mini_3ant_model0_chainB_S82_resi602__chainB_1,0.99,0.78,0.21
DP0_43_101,mini_3apw_model0_chainA_DP0_resi190__chainA_1,0.995,0.579,0.416
DP0_46_65,mini_3apw_model0_chainA_DP0_resi190__chainA_1,0.979,0.609,0.37
DP0_45_299,mini_3apw_model0_chainA_DP0_resi190__chainA_1,0.916,0.58,0.336
MSJ_10_179,mini_3arn_model0_chainA_MSJ_resi165__chainA_chainC_1,0.996,0.701,0.295
MSJ_16_144,mini_3arn_model0_chainA_MSJ_resi165__chainA_chainC_1,0.924,0.633,0.291
MSJ_36_283,mini_3arn_model0_chainA_MSJ_resi165__chainA_chainC_1,0.905,0.642,0.263
VX3_40_0,mini_3bgz_model0_chainA_VX3_resi314__chainA_1,1.069,0.558,0.511
VX3_47_36,mini_3bgz_model0_chainA_VX3_resi314__chainA_1,1.064,0.579,0.485
VX3_20_20,mini_3bgz_model0_chainA_VX3_resi314__chainA_1,0.985,0.721,0.264
DD1_15_31,mini_3bl7_model0_chainA_DD1_resi901__chainA_1,0.94,0.767,0.173
DD1_18_90,mini_3bl7_model0_chainA_DD1_resi901__chainA_1,0.925,0.799,0.126
DD1_33_293,mini_3bl7_model0_chainA_DD1_resi901__chainA_1,0.885,0.721,0.165
BXZ_23_6,mini_3bm9_model0_chainA_BXZ_resi1__chainA_altA_1,1.181,0.827,0.354
BXZ_22_18,mini_3bm9_model0_chainA_BXZ_resi1__chainA_altA_1,1.176,0.822,0.354
BXZ_28_1,mini_3bm9_model0_chainA_BXZ_resi1__chainA_altA_1,1.141,0.875,0.266
CXZ_19_35,mini_3bmy_model0_chainA_CXZ_resi1__chainA_1,0.995,0.711,0.284
CXZ_50_240,mini_3bmy_model0_chainA_CXZ_resi1__chainA_1,0.976,0.719,0.257
CXZ_87_49,mini_3bmy_model0_chainA_CXZ_resi1__chainA_1,0.969,0.668,0.301
304_20_29,mini_3bx5_model0_chainA_304_resi501__chainA_1,1.012,0.717,0.295
304_21_117,mini_3bx5_model0_chainA_304_resi501__chainA_1,0.994,0.668,0.326
304_14_48,mini_3bx5_model0_chainA_304_resi501__chainA_1,0.987,0.643,0.344
SX3_1_0,mini_3cj2_model0_chainA_SX3_resi571__chainA_altA_1,1.388,0.762,0.625
SX3_11_6,mini_3cj2_model0_chainA_SX3_resi571__chainA_altA_1,1.26,0.806,0.455
SX3_28_10,mini_3cj2_model0_chainA_SX3_resi571__chainA_altA_1,1.25,0.785,0.465
C19_41_21,mini_3cp9_model0_chainB_C19_resi502__chainB_1,0.964,0.71,0.255
C19_21_111,mini_3cp9_model0_chainB_C19_resi502__chainB_1,0.945,0.719,0.226
C19_22_141,mini_3cp9_model0_chainB_C19_resi502__chainB_1,0.921,0.713,0.208
C52_18_30,mini_3cpc_model0_chainA_C52_resi1__chainA_1,1.102,0.689,0.413
C52_47_4,mini_3cpc_model0_chainA_C52_resi1__chainA_1,0.997,0.71,0.287
C52_36_49,mini_3cpc_model0_chainA_C52_resi1__chainA_1,0.995,0.701,0.294
